 ,Area,Mean,Min,Max,Length,Length (mm),,,
25,313,136.942,104.051,165.93,312.653,0.462609825,,Conversion,675.846
38,220,132.602,52.516,171.134,219.555,0.324859509,,,
34,207,118.522,59.256,157.08,206.422,0.305427568,,,
35,153,125.842,74.319,157.886,152.389,0.225478881,,,
11,152,124.479,82.067,165.365,151.939,0.224813049,,Column1,
40,137,115.948,75.037,151.824,136.488,0.201951332,,,
37,135,99.178,60.744,154.906,134.815,0.199475916,,Mean,0.211240726
12,132,134.425,74.858,173.79,131.984,0.195287092,,Standard Error,0.016515014
28,127,84.376,36.044,149.067,126.7,0.187468743,,Median,0.184812073
33,125,116.191,36.667,170.072,125.101,0.185102819,,Mode,#N/A
9,125,125.927,82.556,150.18,124.708,0.184521326,,Standard Deviation,0.073857387
39,122,108.5,60.974,178.751,121.804,0.180224489,,Sample Variance,0.005454914
36,121,111.924,35.623,188.475,120.868,0.178839558,,Kurtosis,6.82638433
21,116,105.174,48.466,135.248,115.255,0.170534412,,Skewness,2.532448279
6,116,117.949,75.437,142.663,115.166,0.170402725,,Range,0.303841408
8,116,120.512,53.649,143.947,115.128,0.170346499,,Minimum,0.158768418
17,114,139.581,108.548,182.992,113.337,0.167696487,,Maximum,0.462609825
32,114,101.983,60.488,135.288,113.016,0.167221527,,Sum,4.224814529
31,111,100.086,53.768,152.876,110.693,0.163784353,,Count,20
15,108,106.471,66.793,139.667,107.303,0.158768418,,,0
16,107,107.492,71.285,136.438,106.408,0.157444151,,,
20,106,124.596,46.555,173.225,105.87,0.156648112,,,
14,106,99.916,52.927,133.713,105.702,0.156399535,,,
18,106,135.662,95.65,175.695,105.546,0.156168713,,,
5,103,112.056,84.545,134.088,102.674,0.151919224,,,
19,101,142.835,62.523,176.64,100.626,0.148888948,,,
13,95,155.324,73.12,182.64,94.643,0.14003634,,,
26,89,112.752,56.388,149.174,88.287,0.13063183,,,
27,87,115.275,81.347,154.895,86.659,0.128222998,,,
7,85,103.047,62.71,136.561,84.577,0.125142414,,,
29,83,112.065,80.24,135.636,82.727,0.122405104,,,
4,78,102.547,68.34,135.321,77.559,0.114758392,,,
23,77,101.12,53.87,134.264,76.698,0.113484433,,,
1,76,119.595,72.747,147.928,75.979,0.112420581,,,
24,73,105.907,44.638,142.658,72.662,0.107512658,,,
22,72,110.851,78.076,137.636,71.442,0.105707513,,,
30,71,109.443,45.333,160.29,70.952,0.104982496,,,
2,69,94.668,37.515,145.856,68.514,0.101375165,,,
3,67,111.461,67.349,139.406,67.148,0.099353995,,,
10,63,126.555,86.367,160.848,62.794,0.092911699,,,
