 ,Area,Mean,Min,Max,Length,Length (mm),,,
37,903,163.327,96.667,190.536,902.391,1.339085543,,Conversion,673.886
9,893,173.53,126.829,189.463,892.837,1.324908071,,,
24,873,172.205,143.932,197.694,872.939,1.295380821,,,
31,841,178.246,151.111,255,840.585,1.247369733,,Column1,
26,772,156.609,118.401,175.162,771.839,1.145355446,,,
2,716,184.723,119.252,215.593,715.732,1.062096556,,Mean,1.039258569
17,707,188.472,144.02,255,706.922,1.049023129,,Standard Error,0.03403157
7,704,171.62,134.63,255,703.351,1.043724013,,Median,0.987613632
1,681,198.3,167.18,255,680.927,1.010448355,,Mode,#N/A
32,666,165.885,124.542,185.216,665.626,0.987742734,,Standard Deviation,0.152193808
20,666,203.961,137.905,228.036,665.452,0.98748453,,Sample Variance,0.023162955
4,662,167.266,134.602,255,661.864,0.982160187,,Kurtosis,-0.258864354
40,651,179.759,123.609,196.129,650.242,0.964913947,,Skewness,0.930905181
27,641,160.832,135.533,173.585,641.143,0.951411663,,Range,0.494033115
21,639,166.205,138.277,181.788,638.389,0.947324918,,Minimum,0.845052427
22,626,159.997,114.667,175.667,625.418,0.928076856,,Maximum,1.339085543
19,613,214.787,144.153,255,612.858,0.909438688,,Sum,20.78517138
18,604,189.422,93.249,255,603.275,0.895218182,,Count,20
15,586,177.78,112.807,244.741,585.577,0.86895558,,,0
36,570,155.786,98.246,255,569.469,0.845052427,,,
29,551,160.483,100.833,175.966,551.654,0.818616205,,,
33,544,162.375,136.106,255,543.866,0.807059354,,,
25,542,175.344,129.732,195.934,541.331,0.80329759,,,
30,535,169.975,144,190.24,534.671,0.793414613,,,
6,532,167.362,106.002,255,531.292,0.788400412,,,
35,531,166.263,109.083,182.023,530.543,0.787288948,,,
38,531,184.153,121.667,198.736,530.42,0.787106425,,,
3,524,174.278,133.601,255,523.155,0.776325669,,,
39,494,154.929,125.75,255,494.219,0.733386656,,,
10,490,169.422,141.904,255,491.49,0.72933701,,,
28,484,160.37,102.61,228.159,483.989,0.718206047,,,
23,473,163.719,125.891,178.529,473.098,0.702044559,,,
13,470,166.521,82.544,191.828,469.576,0.696818156,,,
8,466,169.545,95.516,255,465.713,0.691085733,,,
34,452,157.008,105.667,255,452.675,0.671738247,,,
5,434,164.494,126.034,255,433.579,0.643401109,,,
16,422,173.261,106.703,190.993,421.634,0.625675559,,,
14,408,156.497,113.74,190.495,408.333,0.6059378,,,
11,334,186.915,124.351,255,334.395,0.496218945,,,
12,305,170.23,129.494,183.474,304.152,0.451340434,,,
