 ,Area,Mean,Min,Max,Length,Length (mm),,,
31,932,169.294,111.072,188.942,931.252,1.373084505,,Conversion,678.219
38,840,180.62,114.124,213.369,840.01,1.238552739,,,
2,747,155.473,116.489,177.644,746.735,1.101023416,,,
8,738,162.192,65.511,185.894,737.431,1.087305133,,,
39,672,179.454,76.324,201.036,671.101,0.989504865,,Column1,
6,647,168.067,133,191.321,647.068,0.954069408,,,
5,643,159.459,50.348,188.481,642.697,0.947624587,,Mean,0.950455163
17,636,187.801,90.333,213.269,635.718,0.937334401,,Standard Error,0.032563378
16,619,164.075,110.215,182.528,618.215,0.911527103,,Median,0.904815406
7,615,160.079,93.378,182.392,614.26,0.905695653,,Mode,#N/A
10,613,157.844,93,183.531,613.066,0.90393516,,Standard Deviation,0.145627854
1,609,158.93,66.795,187.205,608.415,0.897077493,,Sample Variance,0.021207472
4,591,151.883,98.674,178.352,590.139,0.870130445,,Kurtosis,3.003142474
34,583,155.731,116.333,174.583,582.824,0.859344843,,Skewness,1.805684145
13,573,166.505,102.902,181.36,572.583,0.844245001,,Range,0.542131671
35,572,167.023,129.867,180.777,571.476,0.842612784,,Minimum,0.830952834
27,571,188.454,96.241,205.402,571.114,0.842079033,,Maximum,1.373084505
11,570,165.878,62.66,196.742,569.29,0.839389637,,Sum,19.00910325
9,565,175.457,132.668,188.598,565.373,0.833614216,,Count,20
3,564,159.379,98.393,185.095,563.568,0.830952834,,,0
15,562,166.46,115.02,185.869,561.412,0.82777392,,,
32,555,170.114,125.241,211.787,555.062,0.818411162,,,
22,553,184.11,119.936,205.438,552.823,0.815109869,,,
36,552,179.014,134.872,189.994,551.947,0.81381825,,,
37,549,159.7,94.47,178.134,549.104,0.809626389,,,
33,548,158.915,99.122,180.232,547.824,0.807739093,,,
40,546,157.055,104.09,183.822,545.534,0.804362603,,,
20,543,164.713,117.474,185.535,542.354,0.799673852,,,
28,542,164.866,81.685,196.115,541.876,0.798969065,,,
18,534,171.808,71.18,204.086,533.768,0.787014224,,,
19,533,168.785,106.289,188.895,532.455,0.785078271,,,
12,532,162.697,80.989,194.948,531.254,0.783307457,,,
14,530,156.455,100.597,173.909,529.124,0.780166878,,,
21,500,181.203,132.634,196.773,499.743,0.736846063,,,
26,500,176.769,106.667,198.316,499.177,0.736011524,,,
25,496,169.372,115.993,187.551,495.873,0.731139942,,,
23,487,156.207,96.117,178.444,486.971,0.718014388,,,
30,486,189.94,147.315,208.533,485.214,0.715423779,,,
24,483,154.905,99.333,175.734,482.556,0.711504691,,,
29,396,165.18,93.667,176.696,395.99,0.583867453,,,
