 ,Area,Mean,Min,Max,Length,Length (mm),,,,
48,20,110.087,76.933,134.535,19.925,0.029510343,,,,
49,16,93.058,51.104,123.333,15.317,0.022685567,,,,
50,13,104.255,88.345,116.233,12.649,0.018734069,,,,
51,21,117.834,100.066,155.432,20.218,0.029944297,,,,
52,8,87.779,53.447,120.667,7.28,0.010782198,,,,
53,14,112.403,74.995,129.346,13.038,0.019310206,,,,
54,71,112.142,50.233,145.769,70.315,0.104141519,,,,
55,103,112.868,78.291,132.371,102.1,0.151217366,,,,
56,64,114.583,59.768,139.427,63.683,0.094319055,,,,
57,110,112.635,80.658,132.567,109.839,0.162679376,,,,
58,36,101.649,50.007,117.535,35.237,0.052188505,,,,
59,78,106.132,62.987,136.635,78.025,0.115560578,,,,
60,19,80.77,54.64,102.667,18.358,0.027189505,,,,
61,14,80.643,55.026,106.667,13,0.019253925,,,,
62,16,96.252,86.001,113.812,15.811,0.023417216,,,,
63,15,100.556,85.667,108.333,14,0.020734996,,,,
64,16,83.241,47.14,117,15.297,0.022655946,,,,
65,13,81.09,45.599,104.464,12.166,0.018018712,,,,
66,12,103.388,94.346,114.189,11.402,0.016887173,,,,
67,51,121.054,74.981,158.734,50.35,0.074571933,,,,
68,10,85.988,66.956,103.277,9.899,0.014661124,,,,
69,15,132.083,63.425,255,14.142,0.020945308,,,,
70,17,91.682,65.018,130.667,16.125,0.023882273,,,,
71,30,92.737,69.39,112.537,29.987,0.044412881,,,,
72,12,98.276,74.441,116,11.18,0.016558376,,,,
73,13,99.938,80.052,118.297,12.806,0.018966597,,,,
74,27,104.344,51.758,126.049,26.613,0.039415747,,,,
75,15,89.294,59.045,110.823,14.422,0.021360008,,,,
76,13,105.693,79.987,130.333,12.806,0.018966597,,,,
77,13,91.88,61.963,130.568,12.207,0.018079436,,,,
78,13,99.079,74.806,125.914,12.53,0.018557822,,,,
79,19,106.514,86.216,145.076,18.601,0.027549405,,,,
80,19,116.842,80,143.667,18,0.026659281,,,,
81,13,99.471,86.344,123.961,12.53,0.018557822,,,,
82,13,110.761,76.388,145.76,12.806,0.018966597,,,,
83,32,127.8,83.442,148.803,31.971,0.047351326,,,,
84,15,99.094,72.258,138.667,14.213,0.021050465,,,,
85,13,90.177,67.793,112.156,12.042,0.017835059,,,,
86,59,126.171,91.2,158.165,58.934,0.087285448,,,,
87,12,86.494,65.138,112.667,11.705,0.017335938,,,,
88,23,91.116,75.333,108.667,22,0.032583566,,,,
89,36,109.445,58.124,130.896,35.156,0.052068538,,,,
90,13,78.537,47.107,108.611,12.53,0.018557822,,,,
91,14,109.526,97.629,123.324,13.474,0.019955953,,,,
92,11,75.982,35.926,109.79,10.44,0.015462383,,,,
93,16,111.719,82.37,156.397,17.042,0.025240415,,,,
94,10,94.604,76.554,126.333,9.487,0.014050922,,,,
95,9,77.642,59.477,99.667,8.602,0.012740174,,,,
96,13,94.237,78.351,110.537,12.042,0.017835059,,,,
97,15,71.561,34.226,106.333,14.318,0.021205977,,,,
98,13,79.223,39.918,109.662,12.166,0.018018712,,,,
99,62,142.723,102.794,153.87,61.809,0.091543528,,,,
100,114,121.376,62.343,143.523,114.068,0.168942826,,,,
101,69,106.36,70.248,129.717,68.649,0.101674055,,,,
102,118,118.35,70.085,146.411,117.487,0.174006609,,,,
103,18,114.231,88.411,139.151,17.117,0.025351495,,,,
104,14,114.103,87.992,136.402,13,0.019253925,,,,
105,13,78.085,51.057,104.333,12.083,0.017895783,,,,
106,18,76.745,55.782,97.667,17.804,0.026368991,,,,
107,18,116.931,75.103,147.653,17.692,0.026203111,,,,
108,14,117.687,101.088,137.807,13.454,0.019926332,,,,
109,12,85.583,64.092,100.333,11.045,0.016358431,,,,
110,13,81.298,49.285,109.667,12.207,0.018079436,,,,
111,15,84.019,45.057,107.799,14.765,0.021868016,,,,
112,13,87.87,58.153,117.883,12.042,0.017835059,,,,
113,11,69.002,45.905,99.333,10.77,0.015951136,,,,
114,12,84.083,39.333,107.333,11,0.016291783,,,,
115,10,81.672,69.93,93.088,9.487,0.014050922,,,,
116,21,102.581,95.902,111.228,20.753,0.03073667,,,,
117,13,90.185,76.825,101.054,12.083,0.017895783,,,,
118,11,84.929,68.357,106.686,10.44,0.015462383,,,,
119,19,88.205,69.519,121.667,18.682,0.027669372,,,,
120,18,100.824,83.141,128.713,17.029,0.025221161,,,,
121,12,79.561,65.73,102,11.402,0.016887173,,,,
122,11,85.024,59.164,106.194,10.296,0.015249109,,,,
123,14,96.56,57.566,123.648,13.416,0.019870051,,,,
124,14,104.573,82.133,134.775,13.416,0.019870051,,,,
125,12,87.774,67.563,112.055,11.662,0.017272252,,,,
126,14,93.646,68,105.38,13.892,0.020575041,,,,
127,14,88.357,61.333,118.667,13,0.019253925,,,,
128,24,92.886,56.539,127.343,23.236,0.03441417,,,,
129,14,90.828,69.59,117.214,13.454,0.019926332,,,,
130,14,91.796,57.599,115.858,13.342,0.019760452,,,,
131,17,87.167,44.056,125.279,16.125,0.023882273,,,,
132,23,67.414,51.113,83.512,24.023,0.035579773,,,,
133,14,98.492,70.294,129.246,13.038,0.019310206,,,,
134,16,88.814,63.668,112.127,15.811,0.023417216,,,,
135,20,93.269,63.396,116.482,19.698,0.02917414,,,,
136,9,76.551,61.658,92.985,8.062,0.011940396,,,,
137,19,99.369,54.251,153.336,18.788,0.027826365,,,,
138,16,87.262,56.42,105.112,15.62,0.023134332,,,,
139,12,84.701,64.233,115,11.402,0.016887173,,,,
140,16,75.343,41.708,105.134,15.652,0.023181726,,,,
141,16,104.469,88.312,118.837,15.811,0.023417216,,,,
142,20,88.37,67.333,132.022,19.544,0.028946055,,,,
143,16,89.177,64.782,116.592,15.524,0.022992149,,,,
144,18,90.301,64.519,124.772,17.493,0.025908378,,,,
145,13,108.457,83.092,126.72,12.166,0.018018712,,,,
146,14,93.978,56.894,120.032,13.454,0.019926332,,,,
147,12,97.343,67.021,117.976,11.045,0.016358431,,,,
148,10,89.7,83.423,98.333,9.22,0.013655476,,,,
149,10,104.04,77.803,120.946,9.22,0.013655476,,,,
150,14,103.395,90.592,114.01,13.038,0.019310206,,,,
151,14,91.827,76.503,113.333,13,0.019253925,,,,
152,13,78.321,41.851,137.182,12.166,0.018018712,,,,
153,10,77.183,56.585,90,9.22,0.013655476,,,,
154,12,93.613,80.808,105.114,11.705,0.017335938,,,,
155,13,88.543,76.799,105,12.042,0.017835059,,,,
156,13,122.3,100.836,156.475,12.53,0.018557822,,,,
157,10,71.242,41.225,107.333,9.434,0.013972425,,,,
158,18,96.986,63.395,128.84,17.367,0.025721763,,,,
159,12,107.029,81.02,134.572,11.18,0.016558376,,,,
160,9,103.037,89.667,117.333,8,0.011848569,,,,
161,16,51.546,40.197,67.588,15.252,0.022589297,,,,
162,18,82.56,49.507,138.967,17.062,0.025270036,,,,
163,11,78.14,60.131,110,10.198,0.015103964,,,,
