 ,Area,Mean,Min,Max,Length,Length (mm),,,
15,457,174.62,123.577,199.442,457.559,0.669551831,,Conversion,683.381
14,425,159.03,136.814,176.11,424.893,0.621751263,,,
3,399,155.246,102.441,170.79,398.965,0.583810495,,,
11,393,179.619,136.8,193.593,393.057,0.575165245,,,
21,349,160.451,85.944,187.374,348.956,0.510631697,,Column1,
6,318,141,104.846,163.926,317.81,0.465055364,,,
29,311,181.971,111.088,204.823,311.062,0.455180931,,Mean,0.448543858
2,311,157.559,128.333,178.825,310.561,0.454447812,,Standard Error,0.021477666
22,307,144.859,68.874,184.652,307.042,0.449298415,,Median,0.422865868
30,292,181.855,97.968,201.061,291.502,0.426558538,,Mode,#N/A
9,286,171.322,121.505,193,286.455,0.419173199,,Standard Deviation,0.096051043
27,269,166.126,119.504,182.75,269.089,0.393761313,,Sample Variance,0.009225803
36,269,152.441,103.769,179.363,268.734,0.393241837,,Kurtosis,0.125030048
26,260,161.378,98.449,187.844,259.373,0.379543768,,Skewness,1.049563718
32,258,153.314,104.602,175.408,257.486,0.376782498,,Range,0.328130282
24,257,161.401,109.327,174.508,256.969,0.376025965,,Minimum,0.34142155
8,255,200.839,165.667,213.226,254.621,0.372590107,,Maximum,0.669551831
23,242,146.086,115.333,163.606,241.784,0.353805564,,Sum,8.970877153
25,241,148.273,111.063,165.67,241.288,0.353079761,,Count,20
38,234,164.501,111.262,188.598,233.321,0.34142155,,,0
1,233,151.754,84.667,179.724,232.049,0.339560216,,,
31,229,169.862,115,190.363,228.707,0.334669825,,,
39,209,156.899,131.765,180.411,210.004,0.307301491,,,
10,207,165.471,99.691,186.729,207.084,0.303028618,,,
37,205,139.705,102.786,182.591,205.308,0.300429775,,,
33,204,149.13,94,171.222,203.288,0.297473884,,,
34,202,162.855,132.421,182.738,202.73,0.296657355,,,
40,195,178.865,131.381,193.01,194.91,0.285214251,,,
7,195,168.008,120.547,192.431,194.56,0.284702092,,,
4,194,152.522,93.232,164.801,193.58,0.283268045,,,
35,194,162.301,107,188.113,193.211,0.282728083,,,
17,178,154.06,98.333,169.968,177.649,0.259956013,,,
28,176,156.784,64.378,190.547,176.152,0.257765434,,,
5,175,145.278,105.48,168.571,174.96,0.256021165,,,
13,167,160.527,112.385,183.821,166.297,0.243344489,,,
12,163,161.38,102.287,183.633,162.673,0.238041444,,,
16,159,184.332,84.923,202.386,158.909,0.232533535,,,
18,136,155.126,126.667,200.769,135.485,0.198256902,,,
19,133,148.909,104.508,173.807,133.218,0.194939573,,,
20,121,169.357,121.667,191.298,120.503,0.176333553,,,
