 ,Area,Mean,Min,Max,Length,Length (mm),,,
21,658,182.463,123.833,199.747,657.507,0.982731022,,Conversion,669.061
29,595,173.632,76,191.498,594.534,0.888609559,,,
6,519,188.585,59.667,205.332,518.565,0.775063858,,,
25,508,151.186,65.744,167.639,507.892,0.759111651,,,
27,497,158.886,100.481,179.619,496.458,0.742022028,,Column1,
22,490,156.423,92,178.715,489.914,0.732241156,,,
11,471,173.265,127.034,189.739,470.575,0.703336467,,Mean,0.609157312
18,406,168.024,122.235,195.039,405.982,0.6067937,,Standard Error,0.036061368
35,397,155.66,63.573,171.405,396.691,0.592907074,,Median,0.560994438
5,377,158.912,43.333,175.265,376.545,0.562796217,,Mode,#N/A
26,374,147.863,70.953,166.537,374.134,0.55919266,,Standard Deviation,0.16127134
28,361,178.249,119.661,197.71,360.701,0.539115268,,Sample Variance,0.026008445
24,358,148.616,73.142,170.049,359.032,0.536620727,,Kurtosis,-0.094554181
15,353,153.064,95.667,171.897,352.725,0.527194082,,Skewness,0.807592681
34,332,159.428,41.667,173.139,331.786,0.495897982,,Range,0.55305869
39,298,191.76,128.73,203.543,297.038,0.443962509,,Minimum,0.429672332
14,293,162.185,90.784,181.374,292.614,0.437350257,,Maximum,0.982731022
8,291,155.112,77.859,176.31,290.662,0.434432735,,Sum,12.18314623
3,291,167.515,122.109,178.509,290.436,0.434094948,,Count,20
23,288,158.592,68.235,186,287.477,0.429672332,,,0
12,282,174.424,129.916,195.136,281.176,0.420254655,,,
19,277,162.443,107.136,183.903,276.236,0.412871173,,,
17,273,154.822,81.845,178.766,273.237,0.408388772,,,
16,265,145.856,43.836,173.075,264.124,0.39476819,,,
10,259,158.479,77,189.163,258.392,0.386200959,,,
36,254,174.905,106.291,187.446,254.013,0.379655966,,,
13,249,163.464,100.935,187.381,248.257,0.371052864,,,
7,248,149.351,66.948,171.043,247.746,0.370289107,,,
30,239,149.174,55.573,191.092,238.654,0.356699912,,,
32,234,164.316,107,195.656,233.833,0.349494291,,,
33,227,136.632,77.833,166.128,227.219,0.339608795,,,
4,227,148.923,61.667,180.754,226.409,0.338398143,,,
20,221,187.004,138,200.446,220.642,0.3297786,,,
9,211,165.273,103.088,178.425,210.205,0.314179126,,,
40,207,176.262,125.018,198.044,206.99,0.309373884,,,
31,204,173.203,121.34,184.79,203.877,0.304721094,,,
38,201,144.571,67.569,173.991,200.998,0.300418049,,,
2,196,157.037,116.333,181,196.684,0.293970206,,,
1,196,175.068,120.125,187.95,195.476,0.292164691,,,
37,193,152.393,125.737,166.741,193.405,0.289069308,,,
