 ,Area,Mean,Min,Max,Length,Length (mm),,,
27,820,175.896,109.446,198.249,819.917,1.203698076,,Conversion,681.165
28,811,170.008,70.165,194.391,810.795,1.190306313,,,
17,783,175.281,98.718,192.652,782.232,1.148373742,,,
14,737,163.323,117.333,181.242,736.859,1.081762862,,,
16,732,178.289,104,201.712,731.897,1.074478284,,Column1,
8,727,149.528,113.046,164.665,727.11,1.067450618,,,
1,700,156.853,120.306,174.906,699.172,1.026435592,,Mean,1.006952941
36,687,166.675,80.066,191.524,686.988,1.00854859,,Standard Error,0.02109201
4,687,146.426,92.667,167.264,686.915,1.00844142,,Median,0.985747947
31,687,178.917,121.938,195.736,686.797,1.008268188,,Mode,#N/A
2,657,152.368,124.014,168.208,656.117,0.963227705,,Standard Deviation,0.094326338
5,655,144.549,115.274,158.932,654.204,0.960419282,,Sample Variance,0.008897458
26,651,158.104,108.601,178.709,651.449,0.95637474,,Kurtosis,-0.212304159
24,649,168.52,73.667,181.936,648.694,0.952330199,,Skewness,0.826860362
10,645,158.612,92.236,173.942,645.275,0.947310857,,Range,0.31394596
13,631,175.479,105.389,200.83,630.67,0.92586965,,Minimum,0.889752116
12,622,186.875,131.667,204.429,621.596,0.912548355,,Maximum,1.203698076
25,621,164.547,55.16,181.157,620.47,0.910895304,,Sum,20.13905882
38,615,159.888,48.06,189.333,614.797,0.902566926,,Count,20
7,606,179.156,99,194.582,606.068,0.889752116,,,0
3,601,154.342,95.258,170.731,600.735,0.881922882,,,
22,597,166.724,128.431,187.264,596.891,0.876279609,,,
29,592,182.61,123.85,205.01,591.253,0.868002613,,,
20,583,170.822,87.361,199.316,583.029,0.85592918,,,
15,576,159.089,108.358,177.776,575.777,0.845282714,,,
18,564,165.272,95,181.157,563.393,0.827102097,,,
39,562,148.772,36.036,179.361,561.22,0.823911974,,,
6,562,165.025,135.926,186.408,561.082,0.82370938,,,
9,554,158.209,97.919,177.593,553.093,0.811980944,,,
21,552,159.315,111.248,188.216,551.673,0.809896281,,,
19,551,183.155,148.114,196.11,550.754,0.808547121,,,
23,528,168.218,108.092,182.05,528.453,0.775807624,,,
30,518,161.751,59.593,177.87,517.144,0.759205185,,,
11,516,173.755,108,190.831,515.511,0.756807822,,,
40,454,168.297,108,183.27,453.565,0.665866567,,,
35,443,151.755,72.754,175.643,442.647,0.649838145,,,
33,438,161.637,97.521,177.075,437.19,0.64182687,,,
34,428,162.336,124.13,173.909,427.841,0.628101855,,,
37,402,184.408,82.667,201.6,401.052,0.588773645,,,
32,355,191.154,124.696,203.013,354.491,0.520418694,,,
