 ,Area,Mean,Min,Max,Length,Length (mm),,,
31,1080,158.715,72.085,180.088,1079.904,1.598280807,,Conversion,675.666
25,910,171.1,115.384,209.258,909.921,1.346702365,,,
15,892,157.022,68.9,178.477,892.075,1.320289907,,,
14,889,177.056,84.786,206.44,889.001,1.315740321,,,
34,864,177.326,60.184,198.9,865.907,1.281560712,,Column1,
36,866,155.089,92.341,183.024,865.709,1.281267668,,,
8,822,160.387,58.667,181.73,822.714,1.217634157,,Mean,1.190691703
37,807,179.421,119.051,208.211,806.782,1.194054459,,Standard Error,0.030332703
38,803,191.658,109.385,215.742,802.814,1.188181735,,Median,1.155584268
33,794,153.558,77.579,177.382,794.067,1.175235989,,Mode,#N/A
20,768,165.32,94.733,195.31,767.511,1.135932547,,Standard Deviation,0.135651973
40,759,164.083,55.502,200.809,758.341,1.122360752,,Sample Variance,0.018401458
11,751,158.457,122.231,182.514,751.175,1.11175492,,Kurtosis,2.924984474
3,749,153.236,88.67,179.938,748.806,1.10824875,,Skewness,1.517701517
24,730,172.045,106.301,197.967,729.872,1.080226029,,Range,0.544077991
9,725,161.738,97.045,184.459,724.598,1.072420397,,Minimum,1.054202816
5,724,168.517,79.855,196.09,724.144,1.071748467,,Maximum,1.598280807
6,723,182.635,114.444,207.854,722.494,1.069306432,,Sum,23.81383405
23,723,161.359,60.927,180.098,722.074,1.068684824,,Count,20
18,713,182.684,83.672,209.276,712.289,1.054202816,,,0
30,709,166.659,86.959,195.171,709.206,1.049639911,,,
10,704,157.368,87.498,181.099,703.598,1.041339952,,,
32,701,147.981,85.731,176.664,701.144,1.03770798,,,
39,691,168.134,40.963,204.533,690.848,1.022469682,,,
12,675,164.174,107.139,180.48,674.815,0.998740502,,,
35,666,158.708,27.133,185.73,666.219,0.98601824,,,
26,649,179.078,94.086,203.483,648.627,0.959981707,,,
22,648,172.032,74.753,205.758,647.521,0.958344803,,,
16,643,149.468,39.851,177.33,643.302,0.952100594,,,
29,631,167.927,109.299,205.146,630.615,0.933323565,,,
1,619,169.844,90.023,186.719,618.214,0.914969822,,,
13,611,168.431,110.596,194.662,610.947,0.904214508,,,
7,595,175.862,111.89,208.104,594.633,0.880069443,,,
19,592,158.148,110.147,182.963,591.197,0.87498409,,,
17,588,179.135,111.991,204.448,587.894,0.87009558,,,
27,569,173.16,92.925,199.315,569.926,0.843502559,,,
21,551,167.343,62.121,201.557,551.312,0.815953444,,,
2,551,164.78,54.559,195.7,550.681,0.815019551,,,
28,538,167.219,48.746,194.597,537.852,0.796032359,,,
4,523,146.713,106.714,169.918,522.587,0.773439836,,,
