 ,Area,Mean,Min,Max,Length,Length (mm),,,
17,201,164.78,79.895,191.97,201.426,0.296346755,,Conversion,679.697
35,168,168.069,74.497,186.465,167.724,0.246762896,,,
36,147,140.358,66.55,177.511,146.964,0.216219874,,,
26,132,97.063,51.704,143.799,131.451,0.193396469,,,
38,112,154.365,98.547,175.695,111.117,0.163480198,,Column1,
31,109,155.403,107.614,169.937,108.817,0.160096337,,,
2,104,135.897,89.958,169.833,103.67,0.152523845,,Mean,0.156728954
5,104,135.309,57.797,160.16,103.598,0.152417916,,Standard Error,0.010679316
7,103,162.06,79.27,190.47,102.385,0.150633297,,Median,0.144098032
6,99,144.44,80.964,179.523,98.895,0.145498656,,Mode,#N/A
11,97,130.938,59.333,156,96.991,0.142697408,,Standard Deviation,0.047759354
37,97,165.135,106,183.929,96.579,0.142091255,,Sample Variance,0.002280956
12,91,110.585,81.441,132.397,90.246,0.132773868,,Kurtosis,3.047512974
39,87,136.147,97.83,176.707,87.219,0.128320413,,Skewness,1.785668142
18,85,170.596,117.333,183.215,84.365,0.124121484,,Range,0.181018895
16,83,149.341,82.179,175.722,82.348,0.121153985,,Minimum,0.115327859
15,80,127.112,75.079,159.45,80.808,0.118888269,,Maximum,0.296346755
34,80,143.13,81.807,165.819,79.029,0.116270927,,Sum,3.134579085
40,79,110.434,67.049,145.692,78.544,0.115557373,,Count,20
4,79,126.035,62.018,143.731,78.388,0.115327859,,,0
1,77,109.543,52.439,152.593,77.346,0.113794823,,,
9,74,118.162,68.426,161.447,73.644,0.108348279,,,
21,73,147.681,96.116,169.652,73.539,0.108193798,,,
32,74,121.069,88,146.431,73.382,0.107962813,,,
33,72,137.488,55.788,163.656,72.006,0.105938381,,,
22,72,134.811,81.667,175.164,71.616,0.105364596,,,
27,71,144.084,106.818,169.903,71.015,0.104480379,,,
14,70,130.902,96.019,154.13,70.287,0.103409313,,,
20,70,119.363,90.119,146.035,69.749,0.102617784,,,
19,68,148.496,70.921,175.201,67.879,0.099866558,,,
30,68,124.489,97.756,147.874,67.84,0.09980918,,,
10,68,123.365,80.025,147.039,67.571,0.099413415,,,
23,65,111.077,56.819,150.362,64.824,0.095371908,,,
13,62,100.645,50.44,138.413,61.332,0.090234325,,,
28,61,146.631,101,156.264,60.439,0.088920504,,,
29,60,125.625,106.176,165.092,60.122,0.08845412,,,
8,59,106.649,65.653,131.528,58.325,0.085810295,,,
25,56,107.033,88.932,127.561,55.746,0.082015957,,,
3,54,92.944,72.787,118.728,53.339,0.078474673,,,
24,49,99.841,69.914,124.686,49.48,0.072797143,,,
