 ,Area,Mean,Min,Max,Length,Length (mm),,,
24,1211,160.614,98.773,185.906,1211.119,1.81032336,,Conversion,669.007
25,1152,170.409,108.503,196.599,1151.157,1.720695,,,
27,1029,167.729,125.913,207.033,1028.426,1.53724251,,,
23,969,160.43,87.781,181.339,968.281,1.447340611,,Column1,
4,966,162.125,57.807,185.448,965.495,1.44317623,,,
35,956,143.104,100.548,165.252,955.351,1.428013459,,Mean,1.332666325
21,909,168.642,113.174,193.43,909.053,1.3588094,,Standard Error,0.041053321
38,889,145.303,79.508,172.065,888.481,1.328059348,,Median,1.264204261
7,865,178.088,102.878,202.842,865.054,1.293041777,,Mode,#N/A
6,848,174.914,83.553,193.162,849.495,1.26978492,,Standard Deviation,0.183596034
31,842,153.253,97.021,171.429,842.028,1.258623602,,Sample Variance,0.033707504
37,822,156.502,108.121,199.103,821.62,1.228118689,,Kurtosis,1.58789526
3,808,155.457,105.807,174.194,807.74,1.207371522,,Skewness,1.454750318
32,805,150.719,106.592,168.269,804.578,1.202645114,,Range,0.664722492
34,804,144.976,121.524,167.677,803.556,1.201117477,,Minimum,1.145600868
20,804,170.413,139.386,196.775,803.471,1.200990423,,Maximum,1.81032336
33,801,140.552,103.328,165.931,800.852,1.197075666,,Sum,26.6533265
22,799,163.623,90.993,184.732,798.953,1.194237131,,Count,20
30,789,150.591,102.055,178.007,790.137,1.181059391,,,0
36,766,141.869,107.104,161.264,766.415,1.145600868,,,
9,765,191.886,128.333,210.359,765.014,1.14350672,,,
15,761,163.108,127.156,192.933,760.784,1.137183916,,,
28,734,163.413,103.765,185.71,734.14,1.097357726,,,
26,720,172.144,97.717,197.315,719.675,1.075736128,,,
5,717,170.484,95.212,189.804,716.509,1.071003741,,,
29,707,156.931,123.9,179.376,706.859,1.056579378,,,
13,697,157.338,93.941,179.055,696.705,1.041401659,,,
11,676,156.734,115.514,175.952,675.123,1.009141907,,,
18,665,171.973,121.026,202.504,664.35,0.993038937,,,
8,664,184.711,108.687,206.734,663.43,0.991663764,,,
40,660,139.493,108.05,163.297,659.992,0.986524805,,,
10,655,179.733,111.333,201.952,654.68,0.978584678,,,
2,646,159.7,128.701,180.479,645.814,0.965332201,,,
1,633,166.846,108.482,186.282,632.506,0.945440033,,,
39,617,156.031,112.488,181.947,617.177,0.922526969,,,
14,585,160.415,105.667,184.529,584.963,0.874375007,,,
12,572,163.411,123.65,186.359,571.06,0.85359346,,,
16,549,161.859,79,183.466,548.773,0.820279907,,,
17,548,157.414,38.913,178.644,547.458,0.818314308,,,
19,547,165.187,116.24,194.219,546.145,0.816351697,,,
