 ,Area,Mean,Min,Max,Length,Length (mm),,,
7,158,129.509,53.184,172.46,157.32,0.232057988,,Conversion,677.934
6,111,125.266,54.022,181.89,110.923,0.163619172,,,
3,109,103.827,47.569,148.861,108.724,0.160375494,,,
5,104,117.188,75.187,161.821,103.934,0.153309909,,Column1,
4,103,120.869,49.541,173.7,102.578,0.151309715,,,
17,102,182.338,137.667,205.606,101.756,0.150097207,,Mean,0.132147082
36,94,144.929,74,173.775,95.598,0.141013727,,Standard Error,0.007031478
11,96,133.459,48.852,179.98,95.46,0.140810167,,Median,0.122978048
33,91,130.263,45.397,174.11,90.555,0.13357495,,Mode,#N/A
22,88,119.715,78.081,165.394,87.542,0.129130564,,Standard Deviation,0.031445727
12,79,144.304,66,177.454,79.2,0.116825532,,Sample Variance,0.000988834
9,78,113.657,67.625,179.132,77.914,0.114928592,,Kurtosis,4.255320887
10,77,110.569,70.137,162.705,76.469,0.112797116,,Skewness,1.748254961
2,77,93.513,28.667,145.56,76.136,0.112305918,,Range,0.129894651
21,75,121.207,50.649,164.429,74.525,0.10992958,,Minimum,0.102163337
14,73,138.231,56.98,181.964,72.229,0.10654282,,Maximum,0.232057988
40,71,115.203,39.297,162.827,70.842,0.104496898,,Sum,2.642941643
1,71,87.698,55.524,117.84,70.492,0.103980623,,Count,20
8,71,143.673,85.892,200.136,70.283,0.103672334,,,0
38,70,159.838,77.965,178.204,69.26,0.102163337,,,
37,70,140.447,77.915,155.761,69.253,0.102153012,,,
31,69,126.925,42.543,165.31,68.995,0.101772444,,,
34,68,133.921,33.841,174.752,67.912,0.100174943,,,
16,64,118.898,80.889,195.967,63.019,0.092957427,,,
20,61,113.328,51.134,158.616,61.456,0.090651892,,,
30,61,130.96,64,170,60.759,0.089623769,,,
23,59,134.848,75,178.592,58.819,0.086762133,,,
28,59,105.854,72.473,150.102,58.765,0.086682479,,,
19,54,133.658,59.333,165.223,54.011,0.079669997,,,
13,53,114.718,46.802,152.403,52.612,0.077606375,,,
18,52,113.215,42.522,154.78,51.825,0.076445495,,,
32,51,108.359,30.333,157.271,51.033,0.075277239,,,
35,51,85.216,39,128.56,50.596,0.074632634,,,
15,51,138.535,18.284,166.528,50.537,0.074545605,,,
29,51,146.286,90.667,177.742,50.457,0.074427599,,,
26,49,118.969,45.977,153.704,48.995,0.072271047,,,
25,49,132.598,59.588,161.935,48.886,0.072110264,,,
24,49,149.376,95.502,179.967,48.549,0.071613166,,,
27,49,118.161,76.737,179.151,48.539,0.071598415,,,
39,48,151.109,94.879,180.855,47.979,0.070772376,,,
