 ,Area,Mean,Min,Max,Length,Length (mm),,,
10,1144,144.124,79.631,186.401,1143.747,1.728722488,,Conversion,661.614
21,990,136.489,62.668,181.237,989.213,1.495151251,,,
25,948,130.204,64.334,169.767,947.752,1.432484802,,,
11,830,133.119,24.672,165.305,829.357,1.25353605,,Column1,
8,792,149.698,61.297,193.491,791.229,1.195907281,,,
9,782,154.331,41.408,207.812,781.321,1.180931782,,Mean,1.150582364
15,766,138.556,104.861,174.506,765.833,1.157522362,,Standard Error,0.043010437
1,720,174.427,90.979,209.392,719.939,1.088155632,,Median,1.067095769
35,715,138.19,62.333,168.497,714.282,1.079605329,,Mode,#N/A
36,707,134.599,80,164.708,706.96,1.068538453,,Standard Deviation,0.192348523
19,705,143.886,65.42,170.797,705.051,1.065653085,,Sample Variance,0.036997954
17,696,143.832,78.427,179.68,695.182,1.050736532,,Kurtosis,3.558997632
14,696,170.057,83.874,222.24,695.118,1.050639799,,Skewness,1.966252444
23,688,146.64,36.615,183.896,687.347,1.03889428,,Range,0.717413779
34,685,148.015,85.225,178.956,685.087,1.035478391,,Minimum,1.011308709
18,684,139.567,81.503,193.204,683.26,1.032716962,,Maximum,1.728722488
3,677,144.651,38.516,197.678,676.46,1.022439066,,Sum,23.01164727
6,670,171.116,62.259,194.275,669.467,1.011869459,,Count,20
20,670,143.602,38.333,187.8,669.127,1.011355564,,,0
30,669,161.888,77.371,204.262,669.096,1.011308709,,,
24,662,142.542,82.646,161.606,661.991,1.000569819,,,
27,648,146.346,72.22,197.367,647.417,0.978541869,,,
5,629,139.448,29.238,170.887,628.706,0.950261028,,,
28,623,131.951,86.984,168.621,622.412,0.940747929,,,
39,620,171.702,69.634,208.974,619.43,0.936240769,,,
31,613,178.598,99.98,211.372,612.404,0.925621284,,,
2,611,138.081,31.078,186.239,611.054,0.923580819,,,
4,611,140.596,60.053,185.225,610.954,0.923429673,,,
12,607,142.587,19,188.736,606.793,0.917140508,,,
7,602,143.992,76.771,197.708,601.161,0.908627992,,,
26,599,120.377,61.215,161.328,598.956,0.905295233,,,
22,592,131.579,53.996,173.553,591.466,0.893974432,,,
32,592,159.223,72.027,194.794,591.245,0.893640401,,,
37,579,161.033,85.601,201.392,578.853,0.874910446,,,
33,573,133.372,92.659,173.028,572.689,0.865593836,,,
13,573,160.589,95.986,215.208,572.337,0.865061803,,,
29,570,151.819,96.978,191.409,569.33,0.860516857,,,
38,562,172.445,78.64,209.917,561.285,0.848357199,,,
40,552,160.416,61.703,188.714,551.265,0.833212417,,,
16,537,157.489,103.336,190.781,536.125,0.810328983,,,
