 ,Area,Mean,Min,Max,Length,Length (mm),,,
19,28,105.523,79.01,148.333,27.939,0.039424723,,Conversion,708.667
4,28,117.296,92.026,138.667,27.375,0.038628862,,,
20,26,115.49,92.98,141,25.183,0.035535731,,,
3,25,152.071,128.802,172.919,24.904,0.035142034,,Column1,
21,25,140.443,132.667,166.302,24.187,0.034130276,,,
9,23,120.755,108.803,131.851,22.672,0.031992459,,Mean,0.029248646
2,23,143.314,130.453,161.833,22.447,0.031674962,,Standard Error,0.001134634
15,23,99.007,86.485,110.321,22.204,0.031332064,,Median,0.026535735
30,21,152.557,133.369,182.446,20.73,0.029252103,,Mode,#N/A
10,19,141.831,131.937,152.82,18.868,0.026624635,,Standard Deviation,0.005074236
37,19,127.202,119.996,137.619,18.742,0.026446836,,Sample Variance,2.57479E-05
22,19,115.531,107.043,127.438,18.439,0.026019273,,Kurtosis,-0.779779621
11,19,127.515,113.387,149.667,18.028,0.025439311,,Skewness,0.767630212
16,19,111.211,98.333,123,18,0.0253998,,Range,0.015311846
13,18,123.519,99.83,137.408,17.804,0.025123224,,Minimum,0.024112877
28,18,129.697,116.812,146.754,17.72,0.025004692,,Maximum,0.039424723
8,18,120.831,107.934,145.187,17.493,0.024684372,,Sum,0.584972914
26,18,106.026,67.571,157.54,17.464,0.02464345,,Count,20
5,17,127.484,113.287,139.022,17.264,0.02436123,,,0
18,18,138.144,132.469,154.667,17.088,0.024112877,,,
27,18,124.307,97.601,152.546,17.029,0.024029622,,,
7,17,116.099,104.517,142.063,16.279,0.022971297,,,
25,17,121.173,107.61,127.382,16.279,0.022971297,,,
14,17,108.212,93.636,124.452,16.125,0.022753987,,,
17,17,118.684,112.318,128.246,16.125,0.022753987,,,
1,16,135.991,116.559,148.667,15.811,0.022310902,,,
33,16,128.41,117.142,139.257,15.811,0.022310902,,,
12,16,132.499,117.193,144,15.62,0.022041382,,,
29,16,153.489,133.501,163.667,15.556,0.021951072,,,
38,16,117.984,114.025,123.167,15.556,0.021951072,,,
6,16,135.796,118.963,151.147,15.524,0.021905916,,,
24,16,128.937,115.333,142.333,15,0.0211665,,,
34,15,114.158,99.403,141.448,14.422,0.020350884,,,
35,15,124.123,104.231,135.114,14.318,0.02020413,,,
40,15,126.178,115.277,149.972,14.213,0.020055964,,,
23,14,116.189,104.821,128,13.699,0.019330659,,,
36,14,124.943,112.053,131.394,13.454,0.018984939,,,
31,13,127.475,122.611,132.333,12.806,0.018070547,,,
39,12,123.635,111.27,135.333,11.402,0.016089362,,,
32,12,136.052,124.745,148.704,11.314,0.015965185,,,
