 ,Area,Mean,Min,Max,Length,Length (mm),,,
6,669,147.378,107.695,168.729,668.212,0.985476212,,Conversion,678.06
16,646,135.912,70.47,159.704,645.59,0.952113382,,,
25,629,133.744,63.392,173.243,629.13,0.927838244,,,
15,622,130.847,74.311,163.147,622.018,0.917349497,,Column1,
38,621,152.737,81.156,184.725,620.851,0.91562841,,,
33,616,139.897,52.437,162.769,615.827,0.908219037,,Mean,0.824347403
27,593,123.131,69.526,162.778,592.183,0.873348966,,Standard Error,0.019634618
39,587,160.573,89.474,176.865,586.461,0.864910185,,Median,0.806396189
17,561,140.418,72.154,165.153,561.011,0.827376633,,Mode,#N/A
20,550,129.567,84.283,159.464,549.308,0.810117099,,Standard Deviation,0.087808679
32,545,132.917,59.627,160.61,544.262,0.802675279,,Sample Variance,0.007710364
11,539,144.055,60.965,176.487,538.186,0.793714421,,Kurtosis,-1.21312548
40,521,153.978,36.402,184.556,520.489,0.76761496,,Skewness,0.289545713
13,518,139.71,86.392,164.856,517.503,0.76321122,,Range,0.277261599
19,517,138.514,93.647,160.075,516.362,0.761528478,,Minimum,0.708214612
31,515,148.259,109.575,171.074,514.533,0.758831077,,Maximum,0.985476212
7,491,149.707,74.287,185.18,490.792,0.723817951,,Sum,16.48694806
3,484,148.545,71.989,173.114,483.736,0.713411792,,Count,20
18,483,147.032,79,175.996,482.474,0.7115506,,,0
12,481,157.371,62.569,177.491,480.212,0.708214612,,,
30,479,138.709,38.818,165.959,478.792,0.706120402,,,
14,466,145.389,45.501,174.984,465.84,0.687018848,,,
23,464,135.096,70.917,164.444,464.187,0.684581011,,,
35,462,144.193,93.476,166.879,461.569,0.680719995,,,
10,452,170.357,113.333,185.667,451.651,0.666092971,,,
28,452,139.235,83.029,168.65,451.375,0.665685927,,,
22,451,139.116,56.493,178.903,450.899,0.664983925,,,
26,446,147.09,86.663,169.129,445.502,0.657024452,,,
29,440,143.683,80.826,164.208,439.245,0.647796655,,,
24,438,127.201,26.667,158.519,437.689,0.645501873,,,
34,438,148.502,85.01,167.226,437.566,0.645320473,,,
36,436,141.524,58.896,168.562,435.998,0.643007993,,,
21,426,150.701,99.104,169.368,425.824,0.628003422,,,
37,421,145.655,101.414,181.797,420.099,0.619560216,,,
4,404,139.945,61.507,174.569,403.067,0.594441495,,,
5,376,151.534,106.815,172.636,375.299,0.553489367,,,
1,371,149.586,86.608,186.315,370.842,0.546916202,,,
8,370,157.442,60.667,186.25,369.988,0.545656727,,,
9,370,161.364,72.277,191.228,369.467,0.544888358,,,
2,339,154.278,106.219,183.381,338.441,0.499131345,,,
