 ,Area,Mean,Min,Max,Length,Length (mm),,,
7,203,190.236,108.778,211.266,202.274,0.296840582,,Conversion,681.423
5,171,152.673,58.667,185.182,170.24,0.249830135,,,
6,167,175.936,62.333,199.079,167.005,0.245082717,,,
18,156,122.315,65.796,141.85,155.69,0.228477759,,,
1,121,137.319,84.333,162.599,120.492,0.176824087,,Column1,
21,118,167.121,91.819,193.103,117.683,0.172701831,,,
16,109,113.075,74.108,146.188,108.669,0.159473631,,Mean,0.158096586
9,96,149.741,91.072,194.013,95.06,0.139502189,,Standard Error,0.01206532
10,90,148.231,95.632,182.428,90.066,0.132173408,,Median,0.132036929
4,91,143.152,68.319,173.769,90.046,0.132144057,,Mode,#N/A
8,90,159.179,108,182.307,89.9,0.1319298,,Standard Deviation,0.05395775
2,90,126.663,66.538,170.091,89.649,0.131561453,,Sample Variance,0.002911439
19,90,160.479,119.78,181.461,89.097,0.130751384,,Kurtosis,1.092719822
13,85,123.063,66.93,162.069,85.25,0.125105845,,Skewness,1.462869854
32,84,113.766,72.357,151.204,84.054,0.123350694,,Range,0.188091685
30,82,154.586,107.084,187.887,82.18,0.120600567,,Minimum,0.108748898
36,82,151.404,70.786,174.633,81.541,0.119662823,,Maximum,0.296840582
3,81,117.32,77.109,165.163,81.52,0.119632005,,Sum,3.161931722
11,79,115.268,76.333,151.483,80.093,0.117537858,,Count,20
24,75,125.162,89.52,170.064,74.104,0.108748898,,,0
20,74,152.721,97.667,184.398,74.087,0.10872395,,,
15,68,136.604,98.966,159.415,67.543,0.099120517,,,
22,67,142.096,71.287,165.228,66.068,0.096955929,,,
14,65,106.99,65.44,127.318,64.081,0.094039972,,,
23,62,135.342,66,158.478,61.804,0.090698435,,,
12,62,104.913,59.013,136.349,61.641,0.09045923,,,
17,62,129.465,86.978,144.887,61.555,0.090333024,,,
33,62,118.139,71.333,149.655,61.4,0.090105559,,,
31,62,96.636,25.525,135.758,61.221,0.089842873,,,
28,61,138.209,63.72,183.427,60,0.088051034,,,
35,59,111.566,28.669,158.178,58.694,0.086134457,,,
26,59,149.131,67.037,174.189,58.635,0.086047873,,,
34,59,96.395,27.762,140.671,58.138,0.085318517,,,
27,58,146.369,91.854,175.748,57.314,0.084109283,,,
40,55,130.045,81.019,148.449,54.96,0.080654747,,,
37,54,103.445,72.397,126.809,53.151,0.078000009,,,
29,52,53.656,35.684,121.165,51.74,0.075929342,,,
25,48,138.809,78.467,166.035,47.654,0.069933067,,,
39,44,122.996,52.334,143.818,43.131,0.063295486,,,
38,39,103.354,72.432,127.249,38.908,0.057098161,,,
