 ,Area,Mean,Min,Max,Length,Length (mm),,,
31,1212,189.409,87.266,215.155,1211.264,1.76296941,,Conversion,687.059
29,1116,184.212,133.224,211.013,1115.357,1.623378778,,,
23,1094,172.235,98.771,207.248,1093.986,1.592273735,,,
19,1029,186.037,120.676,207.705,1028.402,1.496817595,,,
15,1027,172.471,85.868,194.517,1026.358,1.493842596,,Column1,
30,998,188.493,127.667,214.636,998.049,1.452639439,,,
2,995,167.653,53.304,184.486,995.93,1.449555278,,Mean,1.399675283
25,988,178.886,74.467,199.467,987.888,1.437850316,,Standard Error,0.031423932
20,955,171.699,115.471,190.528,955.075,1.390091681,,Median,1.36386322
22,941,169.16,93.243,196.8,941.058,1.36969023,,Mode,#N/A
9,933,166.26,125.738,186.066,933.051,1.358036209,,Standard Deviation,0.140532094
3,913,165.963,115.089,189.424,912.111,1.327558478,,Sample Variance,0.01974927
34,905,163.601,125.534,181.253,904.853,1.31699461,,Kurtosis,0.897099139
7,904,184.56,55.957,215.269,903.597,1.315166529,,Skewness,1.075203281
27,896,177.111,122.143,198.08,895.432,1.303282542,,Range,0.533008082
36,888,166.19,112.96,185.47,887.673,1.29198948,,Minimum,1.229961328
40,881,167.601,66.333,198.272,880.684,1.281817137,,Maximum,1.76296941
8,872,178.547,131.669,193.738,871.057,1.267805239,,Sum,27.99350565
1,847,175.81,96,201.237,846.309,1.231785043,,Count,20
5,845,158.955,82.835,192.133,845.056,1.229961328,,,0
28,842,186.764,121.561,218.782,841.528,1.224826398,,,
32,841,184.142,118.459,214.086,840.669,1.223576141,,,
13,841,180.434,124.146,200.793,840.378,1.223152597,,,
10,824,189.498,106.973,211.717,824.85,1.200551918,,,
24,818,157.496,111.665,180.858,818.052,1.190657571,,,
16,796,160.176,101.348,175.448,796.095,1.158699617,,,
17,791,175.705,131.333,199.199,790.723,1.150880783,,,
21,784,165.165,117.55,194.082,783.72,1.140688063,,,
26,776,167.486,101.947,199.166,775.899,1.129304761,,,
12,776,180.465,79.054,206.992,775.493,1.128713837,,,
11,773,188.05,138.576,207.787,772.766,1.124744745,,,
14,765,168.989,64.591,191.072,764.906,1.11330468,,,
39,728,187.831,119.667,214.572,727.549,1.058932348,,,
37,722,199.252,134.571,217.408,721.33,1.049880723,,,
33,715,174.821,127.663,194.31,714.508,1.039951445,,,
35,709,155.546,89.751,178.557,708.193,1.030760095,,,
38,705,182.353,112.231,207.523,704.753,1.025753247,,,
6,699,162.29,114.385,181.833,698.057,1.016007359,,,
4,696,165.928,107.667,186.708,695.294,1.01198587,,,
18,640,179.088,110.452,207.973,639.222,0.930374247,,,
