 ,Area,Mean,Min,Max,Length,Length (mm),,,
36,849,154.852,114.407,170.864,848.185,1.248884642,,Conversion,679.154
11,690,154.982,122.491,173.127,689.585,1.015358814,,,
9,674,157.421,56,175.281,673.542,0.991736778,,,
17,661,174.725,118.667,192.809,661.162,0.973508218,,,
4,654,153.35,74.071,168.27,653.422,0.962111686,,Column1,
2,645,156.213,115.044,172.302,644.749,0.949341386,,,
38,627,149.329,47.058,172.243,626.384,0.922300391,,Mean,0.897092265
32,602,148.037,116.856,169.43,601.655,0.885888915,,Standard Error,0.024178508
37,601,159.214,113.238,176.239,600.222,0.883778937,,Median,0.86557099
33,589,147.106,101.166,155.072,588.233,0.866126092,,Mode,#N/A
26,588,168.893,128.667,185.213,587.479,0.865015887,,Standard Deviation,0.108129577
22,580,152.656,80.57,166.08,579.941,0.853916785,,Sample Variance,0.011692005
30,579,158.568,72.219,183.143,579.332,0.853020081,,Kurtosis,5.013174879
31,577,148.599,97.603,161.692,576.341,0.848616072,,Skewness,1.912662316
1,564,164.741,91.816,179.037,563.486,0.829688112,,Range,0.461790698
13,551,164.929,121.538,178.979,551.569,0.812141282,,Minimum,0.787093943
10,548,174.563,93.887,187.439,547.249,0.805780427,,Maximum,1.248884642
40,541,154.764,95.034,178.944,541.085,0.796704429,,Sum,17.9418453
7,538,180.941,104.321,201.972,537.097,0.790832418,,Count,20
3,534,151.556,96.667,167.565,534.558,0.787093943,,,0
14,527,158.852,125.581,169.333,526.508,0.775240962,,,
6,523,153.107,93.603,171.992,522.585,0.769464658,,,
34,522,149.761,95.416,166.894,522.041,0.768663661,,,
35,517,144.281,89.614,161.302,516.506,0.760513816,,,
25,510,149.407,101.087,167.439,509.409,0.75006405,,,
5,505,149.851,108.667,168.619,505.028,0.743613378,,,
28,502,157.46,127.533,166.166,501.91,0.739022372,,,
16,499,163.661,122.667,180.292,498.346,0.733774667,,,
24,498,161.512,102.573,175.653,497.227,0.732127029,,,
18,484,153.475,110,161.103,483.31,0.711635358,,,
39,479,141.938,86.333,155.887,478.875,0.705105175,,,
12,476,151.964,125.999,162.594,475.681,0.700402265,,,
19,476,148.119,76.33,163.624,475.338,0.699897225,,,
20,473,173.334,122.897,188.333,472.11,0.695144253,,,
23,472,153.469,104.68,166.921,471.333,0.694000183,,,
8,469,181.781,116.883,199.807,468.48,0.689799368,,,
15,467,152.535,113.144,172.912,467.157,0.687851356,,,
27,467,165.285,115.285,179.648,466.155,0.686375991,,,
29,464,157.551,105.333,173.551,463.565,0.682562423,,,
21,460,164.362,94.039,178.089,459.954,0.677245514,,,
