 ,Area,Mean,Min,Max,Length,Length (mm),,,
27,675,147.965,55.727,202.828,674.27,1.013642616,,Conversion,665.195
1,574,158.985,72.648,199.992,574.04,0.862964995,,,
7,568,152.834,66.48,188.58,568.079,0.854003713,,,
29,565,172.019,54.374,210.402,564.555,0.848706019,,,
14,564,133.223,79.411,170.082,563.772,0.84752892,,Column1,
23,550,137.955,54.695,186.094,549.38,0.825893159,,,
31,546,164.446,74.823,195.142,545.548,0.820132442,,Mean,0.736486519
5,540,144.615,71.46,190.344,540.099,0.811940859,,Standard Error,0.028643282
16,517,141.058,55.74,173.167,516.071,0.775819121,,Median,0.7408835
37,504,162.419,44.562,201.153,503.49,0.75690587,,Mode,#N/A
35,483,143.609,43.587,191.362,482.174,0.724861131,,Standard Deviation,0.128096651
32,482,135.501,69.162,161.699,481.588,0.723980186,,Sample Variance,0.016408752
24,454,129.2,60.267,178.054,453.647,0.681975962,,Kurtosis,-0.491528092
2,453,164.155,67.079,207.202,452.662,0.680495193,,Skewness,0.091557418
17,446,112.772,40.789,160.183,445.683,0.670003533,,Range,0.478358977
22,395,137.173,61.22,172.325,394.352,0.592836687,,Minimum,0.535283639
10,382,157.128,108.187,204.927,381.543,0.573580679,,Maximum,1.013642616
3,376,131.415,81.789,162.886,375.644,0.564712603,,Sum,14.72973038
15,376,139.336,34.917,180.84,375.478,0.564463052,,Count,20
21,356,156.158,102.398,197.843,356.068,0.535283639,,,0
38,338,144.444,50.771,176.221,338.482,0.508846278,,,
36,336,119.246,48.789,181.633,335.314,0.504083765,,,
28,318,140.052,86.151,179.265,317.417,0.477178872,,,
19,317,154.018,109.941,202.279,317.055,0.476634671,,,
34,314,117.415,67.495,154.535,314.064,0.472138245,,,
33,313,121.433,31.833,184.693,313.417,0.471165598,,,
26,310,134.699,86.531,179.28,309.613,0.465446974,,,
6,310,133.436,39.471,188.296,309.179,0.464794534,,,
30,304,111.826,52.748,148.267,303.458,0.456194048,,,
39,302,132.388,68.318,179.087,301.291,0.452936357,,,
11,296,128.66,64.862,155.659,295.551,0.444307308,,,
4,295,128.974,48.619,158.937,294.926,0.443367734,,,
8,289,135.385,68.087,190.928,288.364,0.433502958,,,
25,284,131.432,63.821,164.424,283.691,0.42647795,,,
40,276,118.432,47.333,180.085,275.707,0.414475455,,,
9,276,129.382,97.572,162.99,275.673,0.414424342,,,
20,275,124.616,72.465,158.479,274.098,0.412056615,,,
18,270,118.008,61.347,173.655,270.12,0.406076414,,,
13,266,122.806,85.875,157.228,265.288,0.398812378,,,
12,252,120.072,84.05,149.155,252.032,0.378884387,,,
