 ,Area,Mean,Min,Max,Length,Length (mm),,,
6,369,166.292,107.224,181.844,368.618,0.553340068,,Conversion,666.169
40,313,174.654,82.541,198.35,312.582,0.469223275,,,
5,268,160.95,89.951,185.347,267.329,0.401293065,,,
18,157,154.69,108.122,178.695,156.118,0.234351944,,,
4,151,161.085,119.369,176.205,150.992,0.2266572,,Column1,
37,141,153.379,94.459,177.282,140.079,0.210275471,,,
36,138,141.983,107,154.682,137.924,0.207040556,,Mean,0.229676478
32,132,169.506,124.767,183.769,131.738,0.197754624,,Standard Error,0.024668919
31,128,143.158,74,171.132,127.974,0.192104406,,Median,0.183948818
12,123,139.347,72.406,163.74,123.145,0.184855495,,Mode,#N/A
38,122,146.499,118.038,163.29,121.937,0.183042141,,Standard Deviation,0.110322758
33,121,157.242,85.667,175.826,121.09,0.181770692,,Sample Variance,0.012171111
13,121,134.399,90.034,149.883,120.107,0.18029509,,Kurtosis,3.906464888
2,117,147.288,93.333,159.395,116.629,0.175074193,,Skewness,2.197101943
10,115,156.611,117.059,175.36,114.988,0.172610854,,Range,0.39347673
3,114,156.181,109.202,170.711,113.905,0.17098514,,Minimum,0.159863338
16,113,150.623,104.495,171.144,112.126,0.168314647,,Maximum,0.553340068
14,109,143.328,70.333,156.991,108.149,0.16234469,,Sum,4.59352957
17,109,144.118,105.532,161.89,108.141,0.162332681,,Count,20
7,107,175.275,140.606,197.567,106.496,0.159863338,,,0
1,106,153.22,82.333,179.248,105.341,0.158129544,,,
39,105,182.882,139,193.129,104.44,0.156777034,,,
19,105,158.562,114.371,179.555,104.265,0.156514338,,,
34,103,164.228,95.834,177.667,102.972,0.154573389,,,
20,102,142.402,98.027,174.562,101.888,0.152946174,,,
9,102,155.596,117.126,172.277,101.309,0.152077025,,,
15,101,150.711,123.246,163.379,100.751,0.1512394,,,
8,101,157.418,109.083,169.28,100.594,0.151003724,,,
22,101,142.85,82.667,164.817,100.469,0.150816084,,,
35,98,156.096,107.704,170.097,97.059,0.145697263,,,
26,95,139.087,110.357,151.095,94.694,0.142147113,,,
25,93,136.994,84.205,161.749,93.008,0.139616224,,,
24,88,135.243,102.854,150.993,87.786,0.131777372,,,
11,83,139.465,103.333,153.567,82.742,0.12420572,,,
27,81,151.307,128.124,159.421,80.74,0.121200476,,,
23,81,139.317,98.981,157.273,80.495,0.120832702,,,
28,73,142.202,112.667,156.819,73.002,0.109584805,,,
21,73,154.527,104.667,169.198,72.592,0.108969346,,,
30,64,141.794,113.296,167.947,63.543,0.095385705,,,
29,63,141.948,108.941,160.831,62.792,0.094258364,,,
