 ,Area,Mean,Min,Max,Length,Length (mm),,,
4,159,126.282,74.793,161.765,158.455,0.235512255,,Conversion,672.81
23,140,146.238,83.578,165.655,139.481,0.207311128,,,
25,136,150.9,76.867,170.297,135.919,0.202016914,,,
8,136,137.466,56.775,166.334,135.145,0.200866515,,,
35,128,146.062,75.608,166.709,127.351,0.189282264,,Column1,
29,116,134.499,61.533,159.888,115.966,0.172360696,,,
5,115,133.412,67.827,164.144,114.651,0.170406207,,Mean,0.172957819
26,114,149.253,88.105,164.026,113.709,0.169006109,,Standard Error,0.005053718
40,113,133.13,79.698,156.732,112.658,0.167444004,,Median,0.165893046
15,112,138.376,85.536,167.106,111.949,0.166390214,,Mode,#N/A
10,112,141.343,80.567,179.824,111.28,0.165395877,,Standard Deviation,0.022600914
22,112,152.989,77.671,169.911,111.257,0.165361692,,Sample Variance,0.000510801
38,111,152.23,82.033,167.834,110.879,0.164799869,,Kurtosis,1.753128726
27,109,134.369,66.18,160.193,108.769,0.161663768,,Skewness,1.44497614
21,106,176.847,76.044,194.235,105.773,0.157210802,,Range,0.086233855
11,106,137.826,61.41,171.74,105.233,0.156408198,,Minimum,0.1492784
24,105,133.709,51.51,169.051,104.218,0.1548996,,Maximum,0.235512255
17,104,148.82,100.888,182.54,103.673,0.154089565,,Sum,3.459156374
33,101,145.982,66.055,167.809,100.553,0.149452297,,Count,20
12,101,159.704,102,177.41,100.436,0.1492784,,,0
34,101,148.919,90.284,169.95,100.206,0.14893655,,,
3,100,143.12,55.805,161.771,99.217,0.147466595,,,
37,99,150.83,102.045,170.311,98.433,0.146301333,,,
1,99,139.908,58.748,168.142,98.179,0.145923812,,,
20,99,135.411,103.333,195.904,98.112,0.14582423,,,
36,99,141.824,67.093,168.2,98.099,0.145804908,,,
28,98,146.538,84.545,165.195,97.49,0.144899749,,,
18,98,137.263,75,156.231,97.445,0.144832865,,,
6,98,130.529,57.247,158.736,97.41,0.144780845,,,
14,96,154.994,103,171.918,95.325,0.141681901,,,
32,96,167.514,96.667,187.662,95.276,0.141609072,,,
30,95,169.35,108.957,187.976,94.866,0.140999688,,,
7,95,127.495,72.668,159.17,94.437,0.140362064,,,
19,94,124.892,64.667,152.195,93.935,0.139615939,,,
13,92,104.473,62.856,162.05,91.925,0.136628469,,,
9,89,144.6,76.766,177.55,88.75,0.131909454,,,
16,89,130.261,93.145,156.971,88.59,0.131671646,,,
31,86,144.97,75.701,176.785,85.506,0.127087885,,,
2,84,142.853,67.127,165.223,83.282,0.123782346,,,
39,81,153.634,110.333,185.222,80.808,0.12010523,,,
