 ,Area,Mean,Min,Max,Length,Length (mm),,,
18,1229,191.445,112.1,214.988,1229.778,1.831596726,,Conversion,671.424
32,1179,143.828,80.529,182.586,1179.244,1.756332809,,,
34,941,147.076,60.092,176.932,941.749,1.402614443,,,
7,907,150.857,47.055,189.625,908.717,1.353417513,,,
15,854,156.118,86.166,199.799,854.128,1.272114193,,Column1,
22,849,151.125,76.998,176.121,848.973,1.264436481,,,
16,796,157.636,71.141,179.429,795.335,1.184549554,,Mean,1.181138223
33,787,142.458,82.177,173.015,786.948,1.172058193,,Standard Error,0.054738575
14,746,138.02,86.798,165.975,745.411,1.110194155,,Median,1.091972435
2,745,153.871,79.137,179.757,744.345,1.108606484,,Mode,#N/A
30,722,163.946,50.333,188.148,722.008,1.075338385,,Standard Deviation,0.244798351
5,708,174.204,76.588,197.341,707.961,1.054417179,,Sample Variance,0.059926233
17,698,144.683,46,170.521,697.145,1.038308133,,Kurtosis,2.512425922
11,687,157.236,87.333,175.143,686.291,1.022142491,,Skewness,1.725225258
4,678,144.611,58.007,175.327,678.03,1.00983879,,Range,0.872398067
38,677,176.146,57,206.757,676.64,1.007768564,,Minimum,0.959198658
24,676,163.855,65.333,201.649,675.909,1.006679833,,Maximum,1.831596726
26,675,144.287,65.77,178.632,675.25,1.005698337,,Sum,23.62276445
21,663,160.92,79.333,186.305,663,0.987453532,,Count,20
40,644,177.585,92.263,195.873,644.029,0.959198658,,,0
8,644,148.658,90.644,189.833,643.352,0.958190354,,,
39,630,156.361,101.415,188.33,631.055,0.939875548,,,
31,623,161.463,87.138,184.118,622.444,0.927050567,,,
25,612,151.431,66.333,194.453,611.918,0.911373439,,,
19,609,142.809,56.31,188.466,608.854,0.906810004,,,
37,607,163.633,71.433,192.989,606.495,0.903296576,,,
1,596,147.49,94.052,180.413,596.237,0.888018599,,,
35,595,150.628,87.667,167.161,595.01,0.88619114,,,
12,579,136.079,50.333,176.866,578.551,0.861677569,,,
20,578,167.812,96.432,191.857,577.911,0.860724371,,,
29,576,168.571,59.763,188.768,575.374,0.856945835,,,
13,575,146.673,109.426,174.831,574.368,0.855447526,,,
9,559,160.68,106.446,186.353,558.611,0.831979494,,,
28,557,170.628,82.898,194.822,556.43,0.828731174,,,
6,543,169.967,54.237,196.077,542.768,0.808383376,,,
10,541,168.565,97.389,189.607,540.799,0.805450803,,,
27,541,187.767,75.662,202.514,540.169,0.804512499,,,
36,536,154.389,56.046,181.261,535.179,0.797080533,,,
3,534,144.43,81.816,172.511,534.578,0.796185421,,,
23,532,151.973,55.342,169.129,531.525,0.791638369,,,
