 ,Area,Mean,Min,Max,Length,,,
1,568,171.205,114.588,188.693,567.621,,,
2,341,152.512,61.666,182.229,340.471,,Pollen Grains,75
3,191,173.932,145.182,188.58,190.636,,px/mm,630
4,96,155.846,102.644,186.55,97.305,,,
5,220,157.588,83.243,176.323,219.676,,,
6,832,157.442,117.043,174.048,831.303,,,
7,511,168.504,144.562,191.668,510.275,,,
8,391,168.591,66.51,184.477,390.205,,,
9,721,150.785,99.139,172.99,720.409,,,
10,225,162.069,114.333,174.199,224.939,,,
11,30,121.857,95.378,159.921,29.428,,,
12,515,162.721,109.975,177.456,514.466,,,
13,473,152.869,120.667,175.606,472.471,,,
14,214,135.41,70.125,162.248,213.721,,,
15,334,145.808,85.216,160.296,333.132,,,
16,254,173.366,120.333,192.332,253.368,,,
17,848,161.662,111.07,191.717,848.854,,,
18,683,158.499,125.699,181.812,682.186,,,
19,341,170.803,125.333,189.586,340.996,,,
20,135,149.611,105.212,168.232,134.202,,,
21,587,150.463,86.99,168.879,586.79,,,
22,424,147.923,88.3,172.456,423.557,,,
23,393,167.728,78.333,189.493,392.566,,,
24,349,147.34,84.242,255,348.468,,,
25,481,167.066,146.667,187.189,480.952,,,
26,323,158.222,125.783,176.952,322.463,,,
27,603,159.875,94.62,175.563,602.745,,,
28,135,145.755,86.667,170.274,134.914,,,
29,171,139.362,83.002,160.517,171.091,,,
30,520,165.032,138.766,184.576,521.596,,,
