 ,Area,Mean,Min,Max,Length,,,
1,215,162.26,145.695,171.332,214.57,,Pollen Grains,111
2,195,170.085,121.571,186.322,194.285,,px/mm,630
3,522,173.821,129.786,194.744,521.5,,,
4,117,174.405,121.67,194.535,116.577,,,
5,331,175.195,124.667,191.021,330.713,,,
6,615,177.341,138.151,201.775,614.601,,,
7,187,180.322,142.043,197.567,186.135,,,
8,120,172.154,139.384,187.231,119.571,,,
9,220,174.917,99.412,189.085,219.789,,,
10,102,162.334,91.525,181.043,101.512,,,
11,191,166.507,118.406,174.69,190.242,,,
12,272,153.067,129.993,170.647,271.507,,,
13,35,151.365,116.667,168.976,34.482,,,
14,42,162.973,152.996,169.014,41.11,,,
15,105,167.334,145.667,180.409,104.479,,,
16,1171,173.182,136.414,202.614,1170.737,,,
17,277,163.489,106.976,177.75,276.812,,,
18,210,160.805,134,172.728,209.997,,,
19,143,158.133,129.922,173.708,143.083,,,
20,182,154.469,128,173.705,181.321,,,
21,94,154.763,111.593,172.567,93.023,,,
22,89,151.201,107,167.631,88.507,,,
23,304,171.99,144.667,187.809,303.304,,,
24,263,154.102,136.958,175.163,262.902,,,
25,961,168.762,94.436,189.92,960.876,,,
26,419,155.456,85.774,179.408,419.367,,,
27,652,175.051,138.464,194.356,651.574,,,
28,137,164.088,102.287,179.159,136.535,,,
29,246,155.528,94.376,181.033,246.331,,,
30,518,170.761,135.534,185.099,517.222,,,
31,497,169.222,123.475,182.658,497.038,,,
32,385,175.194,109.688,198.196,384.144,,,
33,20,156.327,144.011,164.694,19.799,,,
34,138,178.541,88.376,202.469,137.304,,,
35,112,193.148,87.333,219.164,111.651,,,
36,243,182.491,72.921,205.996,242.641,,,
37,137,184.417,156.241,200.26,136.685,,,
38,233,167.766,142.205,178.042,232.811,,,
39,712,165.252,139,184.277,711.536,,,
40,274,168.147,86.033,187.57,273.387,,,
41,128,188.476,116.792,207.947,127.697,,,
42,663,181.641,135.533,210.844,662.262,,,
43,70,177.663,163.81,194.023,69.203,,,
44,151,181.372,114.712,208.532,150.286,,,
45,248,181.609,51,202.048,247.072,,,
46,490,174.821,117.4,190.99,489.184,,,
47,121,177.82,123.642,194.915,120.485,,,
48,283,182.337,142.454,196.133,282.874,,,
49,109,156.214,104.463,190.396,108.052,,,
50,67,148.796,116.216,177,66.565,,,
51,84,167.538,114.785,187.836,83.61,,,
52,224,178.933,83.965,199.821,224.123,,,
53,70,167.291,146.187,185.436,69.68,,,
54,190,194.004,156.842,205.44,189.612,,,
55,111,186.777,146.667,208.19,110.837,,,
56,285,174.805,155.174,187.544,284.695,,,
57,154,126.937,70.275,151.799,153.685,,,
58,57,156.471,56.637,184.651,56.85,,,
59,20,120.264,93.52,154.902,19.698,,,
60,18,119.772,103.433,143.347,17.205,,,
61,17,112.379,97.764,126.699,16.763,,,
62,25,119.912,90.333,140.47,24.709,,,
63,79,158.566,109.773,176.491,78.832,,,
64,136,156.489,107.139,181.123,135.919,,,
65,16,112.989,91.532,137.965,15.264,,,
66,18,125.481,115.333,133.872,17,,,
