 ,Area,Mean,Min,Max,Length,Length (mm),,,
26,1107,154.639,53.989,190.527,1107.18,1.686463268,,,
35,1073,136.34,81.145,167.462,1072.186,1.633160196,,Conversion,656.51
10,1020,169.831,90.836,200.002,1019.444,1.552823262,,,
2,972,156.206,79.721,194.334,972.426,1.481205161,,Column1,
22,949,163.561,79.041,196.697,948.901,1.445371738,,,
32,945,157.087,79,177.751,944.404,1.438521881,,Mean,1.355328632
30,940,171.216,128.367,208.068,939.45,1.430975918,,Standard Error,0.034118901
36,932,138.478,44,165.086,932.365,1.420184003,,Median,1.319068255
25,894,173.607,118.136,194.798,893.548,1.361057714,,Mode,#N/A
21,871,159.488,104,201.776,870.799,1.3264063,,Standard Deviation,0.152584363
18,862,161.708,107.578,194.438,861.164,1.31173021,,Sample Variance,0.023281988
7,834,158.195,59.667,191.332,833.723,1.269931913,,Kurtosis,-0.187699219
28,833,148.955,67.653,175.71,832.424,1.267953268,,Skewness,0.672223947
38,821,145.166,56.159,183.173,820.527,1.249831686,,Range,0.566906825
34,820,130.889,85.794,155.667,819.769,1.248677096,,Minimum,1.119556442
24,811,157.905,81.696,192.144,810.819,1.235044401,,Maximum,1.686463268
31,805,133.819,72.433,164.117,804.169,1.224915081,,Sum,27.10657263
13,804,162.611,95.667,180.747,803.728,1.224243347,,Count,20
39,774,154.433,107.642,185.146,773.71,1.178519748,,,0
23,735,166.653,88.409,190.366,735,1.119556442,,,
40,735,139.665,62.517,165.383,734.35,1.118566358,,,
12,728,157.368,100.056,193.707,727.624,1.108321275,,,
5,708,148.607,84.374,170.545,707.222,1.077244825,,,
11,701,149.663,60.478,183.952,700.991,1.067753728,,,
17,686,146.623,61.91,176.863,685.158,1.043636807,,,
19,661,172.502,87.199,202.042,660.362,1.00586739,,,
6,657,151.439,79.478,183.619,656.279,0.999648139,,,
9,656,158.928,112.667,183.104,655.545,0.998530106,,,
29,623,141.098,72.519,168.996,622.974,0.948917762,,,
20,623,170.225,107.981,203.128,622.198,0.947735754,,,
33,606,116.848,42.712,144.22,605.434,0.922200728,,,
3,592,141.886,63.417,157.343,591.976,0.901701421,,,
8,591,148.229,111.924,179.279,590.951,0.900140135,,,
37,569,132.776,61.044,161.586,568.581,0.866066016,,,
1,568,163.884,45.703,192.542,567.446,0.864337177,,,
4,539,136.123,77.912,163.385,538.283,0.819915919,,,
14,534,152.089,113.53,184.785,533.681,0.812906125,,,
27,522,158.912,87.424,183.996,522.08,0.795235411,,,
16,510,143.321,74.652,172.752,509.613,0.776245602,,,
15,458,159.402,87.044,177.331,457.598,0.697016039,,,
