 ,Area,Mean,Min,Max,Length,Length (mm),,,
15,1232,165.523,65.677,191.319,1231.386,1.813985555,,,
13,1093,141.684,66.905,176.327,1092.481,1.60936112,,,
24,1036,143.203,94.667,175.692,1036.184,1.5264286,,Conversion,678.829
28,1035,156.59,105.636,181.994,1034.791,1.524376537,,Column1,
21,939,155.244,85.385,184.071,938.801,1.382971264,,,
20,933,172.657,79.067,196.756,932.593,1.373826103,,Mean,1.315098574
38,923,137.505,49.333,165.278,922.858,1.359485231,,Standard Error,0.041688925
33,900,154.52,80.857,176.905,899.868,1.325618086,,Median,1.303152193
18,888,148.719,31.355,184.261,887.855,1.307921435,,Mode,#N/A
17,886,154.186,47,183.345,885.251,1.304085418,,Standard Deviation,0.18643854
14,884,153.265,50.31,182.971,883.984,1.302218968,,Sample Variance,0.034759329
19,858,164.774,85.903,209.44,857.709,1.263512608,,Kurtosis,1.274560671
36,816,136.045,85.986,168.429,815.897,1.201918303,,Skewness,1.168057337
39,806,146.142,54.333,182.185,806.027,1.187378559,,Range,0.719091259
11,791,141.054,83.823,184.401,790.773,1.16490751,,Minimum,1.094894296
3,782,139.268,65.782,162.553,782.072,1.152089849,,Maximum,1.813985555
22,774,141.825,84.775,185.91,773.209,1.139033542,,Sum,26.30197148
7,771,147.63,80.825,183.338,770.961,1.135721956,,Count,20
1,769,147.673,97.109,181.958,768.595,1.132236543,,,0
31,744,136.521,92.822,175.631,743.246,1.094894296,,,
10,738,154.208,99.539,195.441,737.451,1.086357536,,,
34,714,129.54,94.765,162.752,715.217,1.053604074,,,
27,707,121.982,68.133,149.173,706.615,1.040932252,,,
12,705,152.063,73.667,174.692,704.183,1.037349612,,,
16,699,159.074,45.706,184.436,698.981,1.029686416,,,
35,682,137.383,62.087,164.879,681.711,1.004245546,,,
30,682,149.621,93.31,177.156,681.603,1.004086449,,,
6,677,156.603,101.4,179.965,676.543,0.996632436,,,
23,665,148.654,65.091,184.448,664.493,0.978881279,,,
2,656,151.394,62.667,181.122,655.919,0.966250705,,,
8,643,142.449,73.826,181.157,642.611,0.946646357,,,
40,640,155.81,85.691,179.216,639.475,0.942026637,,,
25,624,125.069,67.744,158.891,624.454,0.919898826,,,
29,617,146.342,89.093,176.276,616.407,0.908044589,,,
26,610,117.525,73,151.161,609.731,0.898210006,,,
9,605,143.636,84.421,187.496,604.867,0.891044726,,,
37,602,120.69,43.877,149.447,601.749,0.886451522,,,
5,582,165.951,71.28,190.389,581.64,0.85682845,,,
32,566,142.819,57.015,184.441,565.468,0.833005072,,,
4,542,155.986,93,186.493,541.575,0.797807695,,,
