 ,Area,Mean,Min,Max,Length,Length (mm),,,,
1,12,105.397,90.522,121.351,11.402,0.016780183,,Picture,No Tubes,Tubes
2,29,90.234,61.214,131.23,28.035,0.041258764,,A,589,
3,28,103.017,60.58,124.785,27.74,0.040824616,,B,716,
4,15,89.065,51.776,120.062,14.866,0.021878109,,C,1079,
5,21,104.729,73.435,134.691,20.809,0.030624349,,Total,2384,144
6,25,77.002,55.331,114.333,24.662,0.036294761,,,,
7,28,107.111,87.352,135.193,27.391,0.040310997,,Length Conversion,,679.492
8,18,90.429,56.96,109.358,17.841,0.02625638,,,,
9,16,147.012,88.779,255,18.102,0.02664049,,Mean Length,0.028817341,
10,23,88.354,69.553,118.667,22.885,0.033679572,,Median Length,0.027708935,
11,25,89.514,50.134,116.262,24.331,0.035807633,,Standard Deviation,0.01075854,
12,13,100.462,71.981,114.213,12.806,0.018846432,,,,
13,16,78.492,52.974,110.333,15.133,0.02227105,,,,
14,36,105.335,85.737,118.793,35.609,0.052405326,,,,
15,26,124.358,77.667,151.764,25.318,0.037260188,,,,
16,14,103.328,83.047,132.05,13.601,0.020016424,,,,
17,18,122.463,109.163,149.406,17.692,0.026037098,,,,
18,14,108.146,67.78,133.59,13.454,0.019800086,,,,
19,14,94.083,64.338,119.465,13.038,0.019187864,,,,
20,50,123.909,99.821,152.1,49.276,0.072518882,,,,
21,27,103.028,83.042,112.728,26.926,0.039626662,,,,
22,27,93.498,77.999,110.318,26.833,0.039489795,,,,
23,29,100.812,87.734,118.667,28.812,0.042402265,,,,
24,32,110.099,92.941,126,31.252,0.045993183,,,,
25,31,96.959,71.872,109.403,30.806,0.04533681,,,,
26,12,115.825,90.599,130.704,11.662,0.017162822,,,,
27,17,83.221,65.541,113.333,16.553,0.024360846,,,,
28,26,90.742,73.785,108.018,25.632,0.037722298,,,,
29,23,97.166,75.121,127.333,22.361,0.032908408,,,,
30,33,84.871,50.042,108.161,32.249,0.047460456,,,,
31,31,85.874,49.377,110.667,30.083,0.04427278,,,,
32,31,89.09,61.381,115.186,30.439,0.044796701,,,,
33,18,87.021,74.436,104.667,17.804,0.026201927,,,,
34,30,88.511,61.167,122.811,30.05,0.044224215,,,,
35,29,67.526,44.802,100.936,28.178,0.041469215,,,,
36,33,82.382,60.757,113,32.65,0.048050603,,,,
37,24,99.833,70,119.333,23,0.033848816,,,,
38,35,102.717,52.82,115.833,34.438,0.05068198,,,,
39,19,100.485,50.211,129,18.682,0.027494069,,,,
40,13,70.555,46.835,109,12.042,0.017722063,,,,
41,17,99.845,70.11,133.369,16.643,0.024493298,,,,
42,21,103.9,60.05,123.182,20.616,0.030340313,,,,
43,21,93.077,56.928,114.489,20.591,0.030303521,,,,
44,29,87.96,60.141,108.667,28.018,0.041233745,,,,
45,15,96.127,78.937,110.525,14.142,0.020812607,,,,
46,12,84.932,51.225,115,11.402,0.016780183,,,,
47,13,82.191,47.54,111.333,12.042,0.017722063,,,,
48,25,91.946,65.182,118.94,24.083,0.035442654,,,,
49,22,105.54,62.645,129.063,21.08,0.031023176,,,,
50,14,91.218,62.599,121.382,13.454,0.019800086,,,,
51,17,80.149,48.592,114.667,16.971,0.024976011,,,,
52,22,104.714,91.215,126.781,21.6,0.031788454,,,,
53,16,92.888,58.162,115.667,15.232,0.022416747,,,,
54,9,72.075,57.054,104,8.485,0.01248727,,,,
55,15,84.958,46.432,104.522,14.036,0.020656608,,,,
56,11,98.121,93.667,106.333,10,0.014716877,,,,
57,11,84.447,59.036,108.549,10.77,0.015850076,,,,
58,10,74.957,44.575,104,9.055,0.013326132,,,,
59,16,87.901,48.938,112.355,15.033,0.022123881,,,,
60,11,81.939,52.667,111.333,10,0.014716877,,,,
61,12,89.83,67.212,116.949,11.045,0.01625479,,,,
62,18,88.42,55.711,125.491,17.263,0.025405744,,,,
63,13,80.531,57.968,104,12.042,0.017722063,,,,
64,15,108.761,92.349,115.301,14.422,0.02122468,,,,
65,15,109.352,75.391,130.604,14.422,0.02122468,,,,
66,26,94.734,69.737,142.497,25.808,0.037981315,,,,
67,22,93.168,59.128,108.315,21.19,0.031185062,,,,
68,22,89.647,60.492,124.667,21.19,0.031185062,,,,
69,23,94.382,52.741,117.089,22.804,0.033560366,,,,
70,28,98.472,55.488,129.863,27.205,0.040037263,,,,
71,16,119.964,85.069,152.503,15.811,0.023268854,,,,
72,26,101.551,57.89,114.74,25.807,0.037979844,,,,
73,20,95.553,54.653,124.578,19.026,0.02800033,,,,
74,15,91.436,44.424,121.667,14.142,0.020812607,,,,
75,23,97.302,49.696,121.667,22.804,0.033560366,,,,
76,13,93.372,69.122,134,12.207,0.017964891,,,,
77,24,102.253,76.329,135.667,23.537,0.034639113,,,,
78,17,100.279,56.437,128.29,16.125,0.023730964,,,,
79,17,114.828,102.986,124.291,16.125,0.023730964,,,,
80,21,98.605,68.136,122.733,20.288,0.0298576,,,,
81,28,97.836,70.586,146.824,27.785,0.040890842,,,,
