 ,Area,Mean,Min,Max,Length,Length (mm),,,,
82,22,99.878,60.785,128.844,21.75,0.032009207,,,,
83,22,99.435,62.586,122.081,21.213,0.031218911,,,,
84,25,105.48,56.023,133.756,24.698,0.036347742,,,,
85,20,97.812,51.378,127.333,19.313,0.028422704,,,,
86,17,104.155,94.412,113.436,16.125,0.023730964,,,,
87,12,83.498,48.832,128,11.18,0.016453468,,,,
88,12,89.049,56.423,116.409,11.314,0.016650674,,,,
89,12,93.241,78.819,113.039,11.402,0.016780183,,,,
90,13,115.718,87.333,138.667,12,0.017660252,,,,
91,24,97.074,54.295,112.298,23.087,0.033976853,,,,
92,23,100.014,55.667,122.333,22,0.032377129,,,,
93,17,87.818,58.93,117.084,16.155,0.023775114,,,,
94,32,103.764,70.213,132.223,31.69,0.046637782,,,,
95,14,112.745,93.593,128.213,13.038,0.019187864,,,,
96,21,110.139,65.836,128.305,20.616,0.030340313,,,,
97,12,85.028,46.786,122.333,11.18,0.016453468,,,,
98,15,90.357,57.913,121.971,14.213,0.020917097,,,,
99,16,96.885,77.385,114.667,15.524,0.022846479,,,,
100,20,119,70.041,255,19.647,0.028914248,,,,
101,16,89.118,59.269,115.581,15.033,0.022123881,,,,
102,8,87.626,52.34,121.333,7.81,0.011493881,,,,
103,7,97.143,56.028,118.665,6.403,0.009423216,,,,
104,23,92.663,62.802,107.84,22.318,0.032845125,,,,
105,20,93.699,45.817,138.427,19.313,0.028422704,,,,
106,13,83.89,46.632,113.291,12.083,0.017782402,,,,
107,13,79.538,46.601,110,12.042,0.017722063,,,,
108,13,77.42,58.392,114,12.728,0.018731641,,,,
109,12,82.719,42.916,113.86,11.402,0.016780183,,,,
110,23,90.004,59.628,108.772,22.812,0.033572139,,,,
111,17,78.062,61.64,101.667,16.401,0.02413715,,,,
112,12,91.915,66.046,117.691,11.705,0.017226104,,,,
113,20,100.544,69.021,115.1,19.976,0.029398433,,,,
114,18,97.615,63.359,115.782,17.464,0.025701554,,,,
115,16,92.415,50.065,120.596,15.652,0.023034855,,,,
116,12,83.093,46.204,110,11.18,0.016453468,,,,
117,14,88.952,45.928,121.664,13.038,0.019187864,,,,
118,18,102.362,66.145,116.45,17.805,0.026203399,,,,
119,13,84.605,49.676,104.333,12.042,0.017722063,,,,
120,9,88.595,60.386,117.572,8.602,0.012659457,,,,
121,19,107.937,84.616,136.321,18.974,0.027923802,,,,
122,29,91.63,64.581,110.157,28.758,0.042322794,,,,
123,23,98.69,64.735,127.477,22.842,0.03361629,,,,
124,14,91.452,55,115.667,13,0.01913194,,,,
125,12,77.472,46.667,112.667,11,0.016188564,,,,
126,34,91.29,69.724,110.399,33.675,0.049559082,,,,
127,23,100.434,70,123.4,22.05,0.032450713,,,,
128,13,88.372,50.673,124.018,12.806,0.018846432,,,,
129,31,87.148,49.047,131.21,32.461,0.047772454,,,,
130,25,92.556,57.445,116.992,25.201,0.037088001,,,,
131,35,122.515,75.786,169.483,38.088,0.05605364,,,,
132,20,113.907,86.962,146.519,19.235,0.028307912,,,,
133,24,100.915,76.412,127.321,23.856,0.035108581,,,,
134,18,104.239,80.753,141.458,17.804,0.026201927,,,,
135,28,108.37,90.737,128.457,27.593,0.040608278,,,,
136,21,98.234,57.342,117.667,20.882,0.030731782,,,,
137,15,107.276,87.72,127.503,14.765,0.021729468,,,,
138,21,114.693,102.041,127.103,20.591,0.030303521,,,,
139,25,98.183,67.36,132.631,24.515,0.036078423,,,,
140,16,100.738,66.148,122.821,15.556,0.022893573,,,,
141,29,106.803,82.903,170,28.16,0.041442725,,,,
142,23,106.19,90.621,124.854,22.672,0.033366103,,,,
143,19,96.536,67.349,131.031,18.028,0.026531585,,,,
144,27,106.144,96.12,134.379,26.476,0.038964403,,,,
