 ,Area,Mean,Min,Max,Length,Length (mm),,,,
54,289,148.414,91.619,177.656,288.795,0.42301146,,,,
55,101,132.613,76.156,255,100.461,0.147149896,,,,
56,389,148.298,83.218,255,389.006,0.56979517,,,,
57,269,138.187,93.362,255,268.365,0.39308669,,,,
58,584,140.552,93.471,255,583.702,0.854975451,,,,
59,29,142.066,91.515,255,28.348,0.041522633,,,,
60,211,144.105,83.477,255,211.159,0.309294402,,,,
61,15,116.96,102,155.55,14.213,0.020818442,,,,
62,92,115.059,76.162,138.37,91.516,0.134047739,,,,
63,86,111.433,56.219,144.61,85.459,0.12517577,,,,
64,240,138.682,91.333,255,239.586,0.350932751,,,,
65,296,156.496,76.562,255,295.179,0.432362402,,,,
66,116,137.224,73.574,255,115.789,0.16960153,,,,
67,133,133.676,72,255,132.573,0.194185835,,,,
68,127,124.679,67.111,155.543,126.296,0.184991622,,,,
69,357,131.348,78.418,255,356.068,0.52154935,,,,
70,81,114.162,71.046,151.998,81.003,0.118648859,,,,
71,80,155.338,76.307,255,79.277,0.116120707,,,,
72,185,143.104,125.194,172.36,184.54,0.270304316,,,,
73,459,158.874,67.912,255,458.681,0.671851381,,,,
74,285,169.868,117.873,255,284.277,0.416393736,,,,
75,336,148.583,84.984,255,335.245,0.491048934,,,,
76,272,162.871,87.299,255,271.549,0.397750442,,,,
77,255,144.748,98.171,171.788,254.643,0.372987438,,,,
78,455,157.037,136.33,255,454.115,0.665163349,,,,
79,116,143.729,86.628,164.38,115.559,0.169264639,,,,
80,200,155.126,104.074,181.88,200.001,0.292950761,,,,
81,76,104.366,62.147,138.253,75.342,0.110356929,,,,
82,304,158.387,77.924,189.985,303.953,0.445214087,,,,
83,236,146.552,106.764,164.484,236.006,0.345688958,,,,
84,111,114.795,47.062,255,111.314,0.16304679,,,,
85,107,122.737,29.077,255,106.84,0.156493514,,,,
86,144,134.641,35.458,255,144.043,0.210986477,,,,
87,247,137.613,49.879,255,246.798,0.361496502,,,,
88,142,133.766,90.398,151.965,141.994,0.207985212,,,,
89,93,131.306,115.667,142.392,92.282,0.135169735,,,,
90,110,128.748,67.077,152.771,109.352,0.160172957,,,,
91,105,133.626,85.883,198.421,104.928,0.153692919,,,,
92,127,142.777,96.898,255,127.079,0.186138518,,,,
93,36,102.471,84.34,127,35.971,0.052688396,,,,
94,247,161.051,78.333,183.774,247.009,0.361805564,,,,
95,87,101.609,42.227,150.867,86.74,0.12705211,,,,
96,130,124.45,46.658,166.32,129.191,0.189232063,,,,
97,64,131.514,96.129,166.056,63.49,0.092996754,,,,
98,486,176.145,113.722,200.695,485.397,0.710983548,,,,
99,51,127.002,50.015,255,50.929,0.074598074,,,,
100,92,122.559,63.796,153.843,92.02,0.134785971,,,,
101,201,150.411,108.526,255,200.921,0.294298328,,,,
102,131,125.884,71.885,143.996,130.2,0.190709992,,,,
103,105,127.925,74.825,145.638,104.332,0.15281993,,,,
104,46,95.608,39.956,151.938,45.99,0.067363691,,,,
105,493,161.681,76.26,255,493.083,0.722241589,,,,
106,246,180.093,89.645,255,245.066,0.358959561,,,,
107,115,127.858,69.427,182.16,115.19,0.168724147,,,,
108,346,150.566,54.709,255,345.654,0.50629548,,,,
109,236,157.737,57.123,185.129,235.603,0.345098665,,,,
110,213,147.608,67.954,177.079,212.709,0.311564759,,,,
111,152,129.026,55.867,146.626,151.351,0.221690845,,,,
112,120,143.066,72.856,168.252,119.195,0.174590457,,,,
113,53,124.238,63.325,154.667,52.938,0.077540749,,,,
114,148,152.431,68.455,200.396,147.996,0.21677662,,,,
115,288,147.585,78.333,255,288.016,0.421870423,,,,
116,121,151.828,67.667,255,120.435,0.176406743,,,,
117,122,149.869,87.41,255,121.898,0.178549667,,,,
118,172,132.41,55.526,160.932,172.05,0.252009632,,,,
119,299,147.8,67.572,255,298.699,0.437518309,,,,
120,236,161.285,75.191,255,236,0.34568017,,,,
121,206,149.986,78.587,255,208.049,0.304739041,,,,
122,190,145.894,68.972,255,191.635,0.280696692,,,,
123,175,124.727,77.394,160.67,174.287,0.25528627,,,,
124,108,119.645,89.111,152.901,108.004,0.158198479,,,,
125,168,183.402,104.9,255,167.56,0.24543292,,,,
126,130,125.558,49.381,166.781,129.834,0.190173895,,,,
127,151,133.227,88.198,255,150.464,0.220391615,,,,
128,235,157.707,92.489,255,234.862,0.344013288,,,,
129,450,133.672,99.181,154.645,449.645,0.658615932,,,,
130,110,118.163,37.622,162.846,109.739,0.160739814,,,,
131,235,130.769,68.792,255,234.745,0.343841913,,,,
132,133,118.088,57.204,255,132.857,0.194601823,,,,
133,97,157.21,102,189.431,96.756,0.141723011,,,,
134,175,142.879,101.523,177.25,175.949,0.257720679,,,,
135,107,165.518,81.167,182.693,106.528,0.156036513,,,,
136,151,152.672,82.333,179.55,150.954,0.22110934,,,,
137,19,132.987,79.059,168.433,18.111,0.026528024,,,,
138,121,153.44,53.004,180.526,120.63,0.176692368,,,,
139,323,163.911,83.583,255,322.145,0.471860755,,,,
140,314,164.973,93.092,255,316.027,0.462899436,,,,
141,452,128.924,66.984,163.174,451.966,0.662015608,,,,
142,154,132.808,72.361,169.862,153.156,0.224334712,,,,
143,153,144.934,80.871,163.497,152.258,0.22301937,,,,
144,77,119.017,58.617,162.254,77.254,0.113157525,,,,
145,46,107.877,71.888,134.784,45.089,0.066043954,,,,
146,339,140.296,78.187,255,346.056,0.506884308,,,,
147,288,149.187,65.67,180.767,287.825,0.421590656,,,,
148,201,138.17,95.006,255,200.107,0.293106024,,,,
149,267,141.388,63.362,255,266.502,0.390357867,,,,
150,118,143.526,80.926,255,117.141,0.171581868,,,,
151,125,118.591,70.914,138.779,124.211,0.181937625,,,,
152,183,118.293,76.706,152.593,182.38,0.267140463,,,,
153,163,131.283,72.767,155.985,162.292,0.237716636,,,,
154,259,137.972,80.556,255,258.692,0.378918197,,,,
155,331,140.603,84.406,255,330.109,0.483525996,,,,
156,166,130.271,85.041,255,165.37,0.242225126,,,,
157,227,156.467,87.577,255,226.711,0.33207414,,,,
158,307,138.69,91.607,255,306.1,0.448358898,,,,
159,163,124.573,79.846,147.217,162.732,0.238361124,,,,
160,92,147.248,66.674,255,91.183,0.133559978,,,,
161,238,131.733,76.943,165.26,238.211,0.348918724,,,,
162,152,124.554,85.004,149.166,151.781,0.222320686,,,,
163,309,131.744,71.78,255,309.29,0.453031439,,,,
164,90,139.49,89.221,255,89.917,0.131705609,,,,
165,317,133.555,33.943,255,316.437,0.463499982,,,,
166,135,150.239,101,255,134.763,0.19739363,,,,
167,92,130.042,97.823,255,91.937,0.134664397,,,,
168,268,154.492,76.2,255,267.654,0.392045255,,,,
169,406,147.702,92.139,255,405.948,0.594610905,,,,
170,175,155.697,110.419,255,174.151,0.255087065,,,,
171,35,114.703,98.835,129.89,34.589,0.050664116,,,,
172,171,157.923,110.333,177.487,171.339,0.250968197,,,,
173,142,123.845,81.299,157.453,141.673,0.207515028,,,,
174,307,155.494,93.438,255,306.642,0.449152791,,,,
175,219,135.035,70,255,222.157,0.325403684,,,,
176,208,148.181,66.843,255,207.263,0.30358775,,,,
177,321,147.605,107.006,255,320.732,0.469791069,,,,
178,210,144.105,104.132,255,209.696,0.307151478,,,,
179,192,142.938,80.667,166.384,191.799,0.28093691,,,,
180,32,106.455,54.667,255,31.38,0.045963745,,,,
181,26,94.936,63.667,126.667,25.721,0.037674744,,,,
182,36,112.546,24.901,255,35.375,0.051815407,,,,
183,354,166.176,64.852,200.069,353.916,0.518397216,,,,
184,303,148.576,80.382,175.481,302.826,0.443563318,,,,
185,264,154.567,98.706,180.137,263.438,0.385869884,,,,
186,324,136.849,39.62,254.623,323.543,0.473908471,,,,
187,183,150.132,47.456,255,183.192,0.268329837,,,,
188,116,143.539,106.488,182.956,116.247,0.170272384,,,,
189,296,179.439,90.403,255,295.829,0.433314487,,,,
190,80,158.48,117.094,174.758,79.82,0.116916064,,,,
191,361,173.635,100.667,255,360.784,0.528457095,,,,
192,49,146.845,49.667,189.527,48.733,0.07138149,,,,
193,18,128.002,102.135,160.119,17.263,0.025285919,,,,
194,102,125.92,91.515,144.817,101.115,0.14810784,,,,
195,113,131.196,84.606,148.009,113.04,0.165574942,,,,
196,46,91.026,67.508,145.99,45.573,0.066752891,,,,
197,282,167.608,110.612,196.998,281.941,0.412972088,,,,
198,400,162.394,87.695,184.306,399.757,0.585542659,,,,
199,217,155.926,113.405,172.933,216.449,0.317042911,,,,
200,402,153.797,92.241,255,402.141,0.589034615,,,,
201,185,151.969,53.196,188.74,184.109,0.26967301,,,,
202,75,160.25,89.333,255,74.748,0.10948687,,,,
203,153,159.199,110.295,187.869,152.182,0.222908049,,,,
204,258,153.788,94.2,255,257.359,0.37696569,,,,
205,140,160.55,96.333,187.689,139.549,0.204403907,,,,
206,130,155.652,105.48,255,129.649,0.189902917,,,,
207,152,154.481,73.372,255,151.067,0.221274857,,,,
208,272,156.406,78.998,255,271.994,0.398402255,,,,
209,186,149.474,102.724,255,186.176,0.272700641,,,,
210,185,163.955,105.186,255,184.646,0.270459579,,,,
211,226,173.386,99.922,255,225.978,0.33100048,,,,
212,129,177.194,110.337,255,128.445,0.188139362,,,,
213,380,161.436,75.801,255,379.655,0.556098326,,,,
214,82,142.589,102.828,168.788,82.091,0.120242503,,,,
215,93,144.696,91.755,255,92.427,0.135382123,,,,
216,118,154.291,111.884,173.946,117.791,0.172533953,,,,
217,82,162.269,89.667,255,81.395,0.11922304,,,,
218,159,165.079,79.754,192.226,158.184,0.231699457,,,,
219,187,160.888,120.857,184.584,186.87,0.273717175,,,,
220,194,144.435,74.153,171.648,193.993,0.284150564,,,,
221,210,168.737,111.333,255,209.86,0.307391697,,,,
222,122,143.639,66.55,177.777,121.996,0.178693212,,,,
223,337,170.496,54.014,255,336.411,0.492756829,,,,
224,184,186.46,130.463,255,183.518,0.268807345,,,,
225,115,133.128,51.718,255,114.873,0.168259823,,,,
226,63,118.701,31.122,255,62.84,0.092044669,,,,
227,114,152.351,85.8,180.217,113.219,0.165837132,,,,
228,166,160.332,60.094,198.081,165.247,0.242044962,,,,
229,375,180.814,70.921,255,374.643,0.548757016,,,,
230,65,114.078,74.682,151.402,65.307,0.095658198,,,,
231,15,135.884,106.187,153.122,14.213,0.020818442,,,,
232,64,145.674,111.667,172.365,63.252,0.092648144,,,,
233,194,166.814,103.209,255,193.081,0.282814715,,,,
234,233,167.718,88.855,201.355,232.846,0.341060359,,,,
235,69,134.552,62.626,179.429,68.369,0.100143252,,,,
