 ,Area,Mean,Min,Max,Length,Length (mm),,,,
1,215,158.813,108.446,174.03,214.882,0.314747653,,,,
2,216,138.167,80.33,171.777,215.418,0.315532758,,Picture,No Tubes,Tubes
3,71,169.913,87.517,255,72.41,0.106062293,,A,36,292
4,379,181.792,57.866,255,378.073,0.553781097,,Total,36,292
5,143,147.269,86.255,169.931,143.014,0.209479253,,,,
6,274,159.026,91.064,180.77,273.187,0.400149697,,Length Conversion,,682.712
7,222,159.462,103.88,187.864,221.882,0.325000879,,,,
8,145,146.569,74.695,175.125,144.522,0.211688091,,Mean Length,0.274281208,
9,49,110.377,77,143.788,48.402,0.070896659,,Median Length,0.237716636,
10,624,157.505,116.712,255,623.397,0.913118562,,Standard Deviation,0.165136704,
11,337,198.754,118.055,255,336.999,0.4936181,,,,
12,139,137.356,77.836,160.147,139.606,0.204487397,,,,
13,117,144.522,82.771,181.625,117.055,0.171455899,,,,
14,41,112.837,85.333,140.261,41.072,0.060160067,,,,
15,30,89.51,75.839,117.241,29.069,0.042578715,,,,
16,146,138.01,70.934,171.688,145.455,0.213054699,,,,
17,141,149.68,95.46,174.199,140.916,0.206406215,,,,
18,290,168.387,84.658,195.908,289.378,0.423865407,,,,
19,285,144.207,65.484,172.513,284.496,0.416714515,,,,
20,426,175.596,123.003,255,426.867,0.625251936,,,,
21,182,185.375,102.547,255,181.684,0.266121,,,,
22,205,125.605,59.074,160.061,205.001,0.300274493,,,,
23,252,136.459,64.958,255,251.421,0.368268025,,,,
24,371,147.513,38.275,177.254,370.252,0.542325314,,,,
25,61,107.46,51.654,139.835,60.567,0.0887153,,,,
26,88,134.129,60.562,168.526,87.072,0.127538406,,,,
27,75,102.739,60.356,150.957,75.841,0.111087838,,,,
28,44,117.776,61.35,170.961,45.145,0.06612598,,,,
29,74,113.814,72.279,139.939,73.534,0.107708668,,,,
30,309,169.043,127.859,196.558,308.382,0.45170145,,,,
31,253,156.353,58.352,255,252.748,0.370211744,,,,
32,280,146.549,86.681,255,279.497,0.409392247,,,,
33,110,167.82,87,255,109.847,0.160898007,,,,
34,74,117.497,62.996,157.996,73.493,0.107648613,,,,
35,135,140.948,97.013,168.287,135.361,0.198269549,,,,
36,187,167.26,87.937,194.107,186.052,0.272519012,,,,
37,313,154.749,71.889,255,312.288,0.457422749,,,,
38,66,122.02,61.455,145.403,65.16,0.095442881,,,,
39,158,144.424,77.373,175.724,157.903,0.231287864,,,,
40,188,141.719,88.494,255,187.342,0.274408535,,,,
41,105,134.298,82.393,164.585,105.028,0.153839393,,,,
42,151,139.067,97.003,164.88,150.665,0.220686029,,,,
43,123,127.202,60.918,154.811,123.317,0.180628142,,,,
44,64,123.118,75.993,147.376,63.717,0.093329252,,,,
45,59,97.358,49.725,128.266,59.784,0.087568404,,,,
46,153,140.6,81.259,173.012,152.173,0.222894866,,,,
47,249,153.855,78.349,255,248.276,0.363661397,,,,
48,364,149.119,71.333,255,363.975,0.533131101,,,,
49,96,148.738,106.559,166.405,95.206,0.139452654,,,,
50,277,165.459,67.187,185.359,276.425,0.404892546,,,,
51,113,140.735,107,172.671,113.025,0.165552971,,,,
52,123,159.037,114.884,255,122.888,0.179999766,,,,
53,165,139.53,105.191,157.951,164.404,0.240810181,,,,
