 ,Area,Mean,Min,Max,Length,Length (mm),,,,
59,86,144.831,87.667,155.596,85.365,0.126723493,,,,
60,52,129.224,75.294,147.018,51.091,0.075844081,,,,
61,22,71.886,56.137,85.404,21.932,0.032557836,,,,
62,67,121.543,76,141.396,66.016,0.098000095,,,,
63,14,75.513,61.417,89.246,13.892,0.020622536,,,,
64,44,79.113,57.751,108.878,43.573,0.064683685,,,,
65,19,79.052,70.667,89.848,18.413,0.027333915,,,,
66,49,105.024,75.333,138.327,48.417,0.071874555,,,,
67,42,80.774,54.798,123.6,42.331,0.062839948,,,,
68,19,77.35,64.245,97.624,18.974,0.028166714,,,,
69,19,68.592,53.618,84.539,18.439,0.027372512,,,,
70,56,122.14,81.333,138.121,55.441,0.082301613,,,,
71,14,77.721,65.8,85.215,13.928,0.020675977,,,,
72,21,70.145,52.29,79.848,20.28,0.030105458,,,,
73,45,73.19,58,84.174,44.648,0.066279512,,,,
74,41,89.736,62.733,108.667,40,0.059379602,,,,
75,65,95.607,68.333,112.933,64.172,0.095262695,,,,
76,43,103.24,70.946,129.046,42.384,0.062918626,,,,
77,60,130.406,88,147.667,59.045,0.087651715,,,,
78,68,120.3,73.658,155.305,68.054,0.101025486,,,,
79,39,137.027,75,165.113,38.893,0.057736271,,,,
80,22,85.445,71.333,104.206,21.19,0.031456344,,,,
81,75,127.347,72.165,140.925,74.229,0.110192212,,,,
82,57,125.626,84.515,139.72,56.815,0.084341302,,,,
83,39,129.608,73.314,255,38.671,0.057406715,,,,
84,48,132.994,79.667,152.884,47.451,0.070440537,,,,
85,32,122.105,76.769,148.464,31.293,0.046454147,,,,
86,65,123.419,73.828,151.457,64.247,0.095374032,,,,
87,37,97.575,62.291,130.193,36.292,0.053875113,,,,
88,63,109.405,67.299,129.208,62.461,0.092722733,,,,
89,38,123.47,88.501,138.816,38.464,0.057099425,,,,
90,63,120.829,78.573,135.435,63.243,0.093883604,,,,
91,63,222.021,98,255,63.243,0.093883604,,,,
92,36,104.429,78.333,115.442,35.612,0.05286566,,,,
93,21,84.597,64.655,100.783,20.146,0.029906537,,,,
94,55,144.491,102.667,154.589,54.964,0.081593511,,,,
95,35,91.626,62.314,118.998,34.142,0.050683459,,,,
96,29,95.699,61.037,127.89,28.018,0.041592442,,,,
97,13,78.155,57.529,94.069,12.083,0.017937093,,,,
98,19,79.386,66,89.667,18,0.026720821,,,,
99,35,85.322,66.852,104.309,35.429,0.052593998,,,,
100,29,70.72,63.548,81.637,28.811,0.042769643,,,,
101,28,51.496,30.92,80.797,27.379,0.040643853,,,,
102,26,70.48,63.556,78.333,25.317,0.037582835,,,,
103,30,89.494,69.879,122.135,29.727,0.044129436,,,,
104,16,94.588,63,126,15,0.022267351,,,,
105,13,78.125,66.567,102,12.649,0.018777315,,,,
106,43,122.875,83.162,145.197,42.54,0.063150207,,,,
107,50,118.988,88.228,137.032,49.592,0.07361883,,,,
108,33,114.715,71.585,137.837,32.45,0.048171702,,,,
109,44,114.639,71.467,131.068,44.809,0.066518515,,,,
110,15,90.932,75.175,106.763,14.318,0.021254929,,,,
111,56,137.714,77.789,156.462,55.395,0.082233326,,,,
112,38,130.547,79.333,156.092,37.245,0.055289832,,,,
113,42,137.128,78.613,158.618,42.027,0.062388663,,,,
114,91,137.758,66.101,155.641,90.53,0.134390884,,,,
115,34,104.169,78.02,119.55,33.896,0.050318275,,,,
116,12,78.19,49.215,94.698,11.662,0.017312123,,,,
117,8,73.171,54.444,93.218,7.616,0.011305876,,,,
118,10,65.061,42.054,87.035,9.434,0.014004679,,,,
119,18,81.214,68.469,93.491,17.088,0.025366966,,,,
120,17,81.967,43.186,138.131,16.125,0.023937402,,,,
121,113,158.453,77.667,170.906,112.084,0.166387583,,,,
122,47,130.285,93.367,174.991,46.855,0.069555781,,,,
123,105,164.953,90,180.469,104.276,0.154796684,,,,
124,45,148.53,86.776,165.93,44.944,0.066718921,,,,
125,35,133.407,56.146,156.985,34.817,0.05168549,,,,
126,44,140.717,79.667,161.381,44.046,0.065385849,,,,
127,16,111.406,77.036,141.083,15.62,0.023187735,,,,
128,24,99.185,66.846,122.345,23.324,0.034624246,,,,
129,36,150.883,115.325,164.495,35.023,0.051991295,,,,
130,22,97.472,87.628,105.636,21.471,0.031873486,,,,
131,42,100.237,72.291,112.722,41.89,0.062185288,,,,
132,31,87.85,57.856,110.266,30.05,0.044608926,,,,
133,14,97.586,72.751,133.635,13,0.019298371,,,,
134,34,108.32,57.067,255,33.772,0.050134198,,,,
135,42,73.259,52.333,90.345,42.369,0.062896359,,,,
136,56,128.737,60.942,156.849,55.584,0.082513895,,,,
137,26,80.1,54.71,100.839,25.495,0.037847074,,,,
138,16,80.557,73.686,89.06,15.899,0.023601907,,,,
139,41,135.537,90.333,155.124,40.139,0.059585946,,,,
140,15,92.218,75.863,117.907,14.142,0.020993658,,,,
141,29,104.769,85.346,124.064,30.086,0.044662368,,,,
142,12,76.042,66.059,84.92,11.662,0.017312123,,,,
143,55,128.719,86.786,142.283,54.037,0.080217389,,,,
144,37,120.985,72.757,146.949,36.797,0.05462478,,,,
145,58,137.975,78.335,156.13,57.978,0.086067764,,,,
146,48,121.258,54.932,147.25,47.935,0.07115903,,,,
147,101,141.258,72.83,159.865,100.84,0.149695976,,,,
148,61,95.492,62.628,127.392,60.772,0.090215429,,,,
149,84,102.057,62.198,255,83.296,0.123652083,,,,
150,47,129.049,79.333,153.059,46.558,0.069114888,,,,
151,33,85.788,74.667,108.958,32.757,0.048627441,,,,
152,63,115.158,72.333,255,62.261,0.092425835,,,,
153,54,144.198,90.333,160.888,53.956,0.080097145,,,,
154,35,122.829,85.452,154.289,34.532,0.05126241,,,,
155,15,97.607,81.667,129.69,14.036,0.020836302,,,,
156,49,140.354,89.298,163.608,48.187,0.071533122,,,,
157,42,161.179,86.943,255,41.801,0.062053168,,,,
158,39,119.316,68.333,159.333,39,0.057895112,,,,
159,15,68.848,55.322,80.059,14.765,0.021918496,,,,
160,81,136.64,71,171.963,80.902,0.120098214,,,,
161,35,95.675,52.617,136.359,34.566,0.051312883,,,,
162,16,106.015,65.548,143.978,15.811,0.023471272,,,,
163,16,84.453,62.333,103.679,15.811,0.023471272,,,,
164,18,124.456,78.845,145.217,17.263,0.025626752,,,,
165,19,85.414,49.667,131.112,18.028,0.026762387,,,,
166,65,138.22,78.743,150.279,64.035,0.09505932,,,,
167,14,81.575,69.652,110.281,13.038,0.019354781,,,,
168,20,102.055,78.396,122.496,19.026,0.028243908,,,,
169,22,93.612,70.44,108.559,21.932,0.032557836,,,,
170,44,114.936,72.898,149.42,43.081,0.063953316,,,,
