 ,Area,Mean,Min,Max,Length,Length (mm),,,,
1,23,110.584,66.742,133.374,22.101,0.032808715,,,,
2,18,80.187,56.667,113.592,17.804,0.026429861,,Picture,No Tubes,Tubes
3,41,120.186,65.916,161.633,42.75,0.06346195,,A,104,176
4,27,121.71,84.042,168.611,26.401,0.039192022,,B,,
5,39,112.398,59.474,141.979,38.893,0.057736271,,C,,
6,21,91.528,59.667,110.576,21.163,0.031416263,,Total,104,176
7,55,144.794,95,170,54.235,0.080511318,,,,
8,68,127.453,61.527,144.361,67.63,0.100396062,,Length Conversion,673.632,
9,20,80.781,42.06,102.635,19.925,0.029578464,,,,
10,18,94.034,61.831,113.759,17.042,0.025298679,,Mean Length,0.06062391,
11,16,102.188,68,116.102,15.652,0.023235238,,Median Length,0.054957306,
12,13,79.38,49.408,103.724,12.369,0.018361657,,Standard Deviation,0.038004031,
13,59,143.513,83.863,163.373,58.985,0.087562645,,,,
14,50,98.171,62.667,115.456,49.489,0.073465928,,,,
15,90,136.299,76.13,155.264,89.715,0.133181025,,,,
16,63,135.156,77.31,152.583,62.846,0.093294262,,,,
17,36,126.239,74.234,148.75,35.799,0.053143259,,,,
18,97,143.821,74.003,156.285,97.046,0.144063821,,,,
19,63,134.972,79,148.036,62.968,0.093475369,,,,
20,25,80.768,47.9,110.48,24.232,0.035972163,,,,
21,49,141.959,80.344,165.243,48.803,0.072447568,,,,
22,23,105.954,58.319,136.837,22.627,0.033589556,,,,
23,17,70.946,64.056,80,16.125,0.023937402,,,,
24,27,99.963,70.014,133.743,26.09,0.038730345,,,,
25,20,86.6,58.43,124.114,20.251,0.030062408,,,,
26,77,126.14,61.005,152.501,77.646,0.115264714,,,,
27,74,115.898,49.332,148.35,73.369,0.10891555,,,,
28,16,60.072,39.709,88.422,15.811,0.023471272,,,,
29,38,85.316,63.361,121.438,39.104,0.058049499,,,,
30,15,80.273,58.032,107.596,14.56,0.021614175,,,,
31,28,110.533,88.333,127.333,27.872,0.041375707,,,,
32,52,104.446,75.792,115.931,51.372,0.076261223,,,,
33,98,137.462,64.518,162.115,98.014,0.145500808,,,,
34,63,126.087,69.667,159.793,62.594,0.09292017,,,,
35,44,117.058,56.375,145.887,43.94,0.065228493,,,,
36,47,125.21,85.321,147.578,46.555,0.069110434,,,,
37,52,118.728,49.333,149.805,51.277,0.076120196,,,,
38,64,111.48,63.232,132.353,63.925,0.094896026,,,,
39,54,129.202,72.258,145.23,53.919,0.080042219,,,,
40,34,126.019,82.656,146.533,33.811,0.050192093,,,,
41,167,195.57,133.326,255,167.168,0.248159232,,,,
42,38,114.761,80.952,139.072,37.539,0.055726272,,,,
43,21,89.524,68,101,20,0.029689801,,,,
44,14,81.888,65.503,104.934,13.928,0.020675977,,,,
45,14,78.489,55.15,119.912,13.038,0.019354781,,,,
46,18,79.49,59.333,102.6,17.205,0.025540651,,,,
47,13,75.907,57.333,84.691,12.53,0.01860066,,,,
48,63,124.353,71.667,137.702,63.134,0.093721795,,,,
49,125,131.218,66.746,144.131,125.121,0.185740879,,,,
50,17,85.699,65.161,111.615,16.125,0.023937402,,,,
51,39,122.926,67,145.187,38.224,0.056743148,,,,
52,11,82.353,68.571,106.195,10.63,0.015780129,,,,
53,104,128.777,82.242,148.079,104.492,0.155117334,,,,
54,12,96.124,81.333,113.715,11.18,0.016596599,,,,
55,35,90.242,56.131,105.167,34.604,0.051369294,,,,
56,64,119.559,72.667,140.945,63.292,0.093956344,,,,
57,31,68.565,43.649,87.22,31.299,0.046463054,,,,
58,73,118.748,69.363,139.07,73.836,0.109608807,,,,
