 ,Area,Mean,Min,Max,Length,Length (mm),,,
7,154,120.771,70.177,154.69,154.12,0.232556034,,Conversion,662.722
35,101,116.254,60.655,157.828,101.37,0.152960065,,,
37,80,96.224,54.724,151.872,79.458,0.119896427,,,
39,77,113.28,58.333,142.849,76.771,0.115841937,,Column1,
33,75,108.372,69.96,144.929,74.277,0.112078669,,,
32,68,125.557,57,160.178,67.644,0.102069948,,Mean,0.094476794
31,61,111.193,61.141,147.423,60.762,0.091685503,,Standard Error,0.009052518
1,60,97.952,58.741,150.427,59.722,0.090116218,,Median,0.085236343
36,60,98.828,36.412,124.427,59.542,0.089844611,,Mode,#N/A
30,55,107.703,87.013,130.146,56.623,0.085440049,,Standard Deviation,0.040484092
34,57,94.264,44.07,124.852,56.353,0.085032638,,Sample Variance,0.001638962
38,54,106.212,65.225,140.748,53.197,0.08027046,,Kurtosis,6.764878279
40,53,81.498,64.744,97.138,53.017,0.079998853,,Skewness,2.330574662
26,50,105.27,63,128.42,49.441,0.074602926,,Range,0.177246266
24,47,82.982,57.028,108.491,46.541,0.070227033,,Minimum,0.055309768
27,45,91.418,55.437,123.51,44.721,0.067480784,,Maximum,0.232556034
18,43,90.121,80.192,106.218,42.764,0.064527811,,Sum,1.889535884
25,41,83.047,50.915,114.743,40.72,0.061443562,,Count,20
29,39,82.648,63.756,102.393,38.539,0.058152589,,,0
28,37,89.377,52.436,119.53,36.655,0.055309768,,,
13,37,91.849,41.53,118.567,36.559,0.055164911,,,
3,36,77.112,56.828,91.909,35.449,0.05349,,,
6,35,105.576,56.429,146.667,34.606,0.052217974,,,
23,34,92.833,66.333,118,34,0.051303563,,,
22,32,86.109,45.511,134.093,31.906,0.048143867,,,
9,30,83.366,72.446,98.423,30.115,0.045441377,,,
4,29,72.69,39.516,114.062,28.956,0.043692529,,,
17,29,70.114,35.907,108,28.844,0.043523529,,,
16,28,83.874,57.538,99.307,27.981,0.042221324,,,
8,28,106.321,78.317,142.63,27.731,0.041844091,,,
2,28,100.284,71.924,130.078,27.598,0.041643404,,,
5,28,95.187,83.482,109.881,27.382,0.041317476,,,
10,27,127.892,94.475,164.006,26.173,0.039493181,,,
12,26,104.91,79.934,122.931,25.243,0.038089878,,,
19,24,84.665,60.411,110.996,23.022,0.034738548,,,
11,23,79.016,63.2,107,22.862,0.034497119,,,
14,23,84.6,61.543,118.667,22.622,0.034134977,,,
15,22,107.093,91.167,121.651,21.932,0.033093816,,,
20,22,72.114,33.264,102.143,21.024,0.031723709,,,
21,15,86.75,73.319,110.713,14.213,0.021446398,,,
