 ,Area,Mean,Min,Max,Length,Length (mm),,,,
71,36,95.16,75.652,109.213,36.339,0.054211664,,,,
72,12,76.917,52.667,96.667,11,0.016410146,,,,
73,25,71.551,53.458,92.667,24.413,0.036420082,,,,
74,36,70.521,58.965,83.56,35.053,0.052293169,,,,
75,13,82.184,72.527,93.786,12.166,0.018149622,,,,
76,48,129.742,84,147.229,49.77,0.074248453,,,,
77,11,83.893,71.21,103.667,10.44,0.015574721,,,,
78,7,87.793,83.375,96.333,6.708,0.010007206,,,,
79,47,77.036,57.342,110.585,46.201,0.068924106,,,,
80,34,74.715,56.846,94.769,33.813,0.050443298,,,,
81,25,101.408,77.867,127.117,24.572,0.036657283,,,,
82,18,79.499,71.028,89.577,17.805,0.026562059,,,,
83,30,117.258,85.64,148.742,29.727,0.044347674,,,,
84,16,92.747,62.975,115.333,15.811,0.023587347,,,,
85,41,134.979,86.213,163.706,40.819,0.060895069,,,,
86,14,87.645,74.333,96.341,13.601,0.0202904,,,,
87,20,101.448,81.739,116.333,19.81,0.029553182,,,,
88,24,91.728,77.931,105.115,23.654,0.035287782,,,,
89,18,100.246,73.622,133.36,17.464,0.026053345,,,,
90,13,83.068,66.565,97.934,12.042,0.017964635,,,,
91,22,91.038,77.7,106.605,21.932,0.032718848,,,,
92,18,74.521,58.303,96.49,18.2,0.027151333,,,,
93,13,85.722,65.123,109.667,12.042,0.017964635,,,,
94,10,96.62,68.338,117.333,9.22,0.013754686,,,,
95,12,86.365,66.609,126.54,11.402,0.017009862,,,,
96,27,99.577,70.08,130.931,26.552,0.039611109,,,,
97,10,90.233,63.375,116.667,9.22,0.013754686,,,,
98,16,78.254,63.809,97.333,15.232,0.022723577,,,,
99,15,80.403,66.519,107,14.712,0.021947825,,,,
100,38,112.305,76.601,145.667,37.714,0.056262932,,,,
101,17,74.794,54.02,101.137,16.125,0.024055783,,,,
102,13,67.128,46.123,82.862,12.728,0.018988031,,,,
103,11,75.354,45.402,108.667,10.296,0.015359897,,,,
104,18,97.167,72,117.66,17.804,0.026560568,,,,
105,55,151.543,101.04,175.493,54.11,0.080723001,,,,
106,28,132.118,74.708,189.762,29.678,0.044274575,,,,
107,30,136.489,76.522,173.721,29.773,0.044416299,,,,
108,41,158.107,88.773,182.403,40.079,0.059791114,,,,
109,44,169.268,115.667,188.414,43.702,0.065196019,,,,
110,10,122.385,104.136,134.333,9.055,0.013508534,,,,
111,15,112.731,75.196,147.142,14.56,0.021721066,,,,
112,18,106.192,56.867,136.785,17.029,0.025404398,,,,
113,10,80.968,58.767,105,9.055,0.013508534,,,,
114,11,86.303,57.871,124.538,10.63,0.015858169,,,,
115,13,68.717,55.333,84.837,12.53,0.018692648,,,,
116,10,100.796,82.182,118.735,9.434,0.014073938,,,,
117,11,90.666,63.915,122.59,10.05,0.014992906,,,,
118,12,98.492,82.05,126.314,11.662,0.017397739,,,,
119,32,72.145,45.706,92.667,32.535,0.048536737,,,,
120,14,86.819,53.369,121.333,13.416,0.020014411,,,,
121,12,101.961,65.236,135,11.662,0.017397739,,,,
122,28,135.365,73.242,163.988,27.688,0.04130583,,,,
123,13,91.729,68.811,109.84,12.083,0.0180258,,,,
124,10,82.733,59.333,112.667,9,0.013426483,,,,
125,19,113.548,67.238,190.542,20.131,0.030032059,,,,
126,16,110.282,78.931,146.525,15.62,0.023302408,,,,
127,21,109.875,69.279,138.188,20.553,0.030661612,,,,
128,14,143.721,106.473,180.704,13,0.019393809,,,,
129,18,108.927,89.645,145.75,18.202,0.027154317,,,,
130,14,110.25,74.44,137.296,13.038,0.019450499,,,,
131,10,90.238,53.293,131.667,9.22,0.013754686,,,,
132,31,80.806,60.425,109.92,31.671,0.047247795,,,,
133,13,85.57,69.778,109.333,12.806,0.019104394,,,,
134,13,87.293,51.083,117.758,12.53,0.018692648,,,,
135,39,91.909,56,133.311,38.835,0.057935275,,,,
136,25,87.02,75.322,104.589,24.896,0.037140636,,,,
137,9,77.151,50.414,99.446,8.602,0.012832734,,,,
138,39,109.127,75.001,146.172,38.013,0.05670899,,,,
139,15,85.982,66.044,106.776,14.422,0.021515194,,,,
140,13,107.256,93.667,120.667,12,0.017901978,,,,
141,24,108.008,72.943,134.637,23.195,0.034603031,,,,
142,8,80.675,73.044,88.532,7.071,0.01054874,,,,
143,24,98.75,64.299,122.633,23.087,0.034441913,,,,
144,16,70.935,48.875,83.818,15.928,0.023761892,,,,
145,29,140.509,79.203,177.542,28.684,0.042791694,,,,
146,18,102.447,85,128.667,17.616,0.026280103,,,,
147,10,106.013,85.494,121.833,9.487,0.014153005,,,,
148,10,97.263,65.249,122.46,9.22,0.013754686,,,,
149,19,103.342,90.667,113.93,18.602,0.027751049,,,,
150,11,79.1,59.058,102,10.77,0.016067025,,,,
151,13,79.775,70.604,93.968,12.806,0.019104394,,,,
152,25,68.234,50.373,107,25.007,0.03730623,,,,
153,10,70.129,50.042,85.333,9.055,0.013508534,,,,
154,20,71.065,58.127,94.667,19.82,0.0295681,,,,
155,19,114.133,68.885,156.684,18.358,0.027387042,,,,
156,34,86.077,48.333,117.002,33.797,0.050419428,,,,
157,20,79.366,60.037,97.258,19.105,0.02850144,,,,
158,25,78.267,67.155,104.489,24.224,0.036138126,,,,
159,26,79.137,54.598,102.861,25.456,0.037976062,,,,
160,13,66.152,57.671,78.873,12.042,0.017964635,,,,
161,10,91.513,72.268,113.536,9.899,0.01476764,,,,
162,31,115.522,87.108,128.501,31.378,0.046810688,,,,
163,41,106.47,85.333,132.352,40.475,0.060381879,,,,
164,21,101.339,88.69,122.113,20.125,0.030023108,,,,
165,10,85.056,73.534,94.198,9.055,0.013508534,,,,
166,25,93.922,78.667,103.667,24.602,0.036702038,,,,
167,10,102.12,72.824,129.531,9.22,0.013754686,,,,
168,23,88.549,64.994,131.667,22.502,0.033569192,,,,
169,80,131.012,82.521,170.845,79.138,0.118060559,,,,
170,32,109.608,88.719,131.333,31.064,0.046342253,,,,
171,49,107.348,75.333,160.338,48.496,0.072347859,,,,
172,51,122.624,67.839,154.644,51.123,0.076266901,,,,
173,14,116.518,91.306,131.468,13.601,0.0202904,,,,
174,36,135.552,98.832,174.251,36.116,0.053878986,,,,
175,39,125.597,82.844,161.723,38.216,0.057011832,,,,
176,37,130.614,66.28,176.947,36.233,0.05405353,,,,
177,17,120.377,86.798,156.161,16.501,0.024616711,,,,
178,19,91.718,61,118.132,18.641,0.027809231,,,,
179,10,91.573,76.655,102.667,9.899,0.01476764,,,,
180,11,123.819,107.64,142.667,10.817,0.016137141,,,,
181,33,142.238,99.944,178.472,32.361,0.048277158,,,,
182,23,89.88,65.996,109.667,22.198,0.033115675,,,,
183,10,84.125,67.945,101.667,9.434,0.014073938,,,,
184,11,93.089,82.147,106.084,10.63,0.015858169,,,,
185,40,85.363,71.181,99.18,40.324,0.060156612,,,,
186,14,71.846,57.782,91.029,13.416,0.020014411,,,,
187,20,84.427,77.083,108,19.071,0.028450718,,,,
188,11,106.526,76.291,148,10.817,0.016137141,,,,
189,54,105.147,79.994,151.687,55.036,0.082104437,,,,
190,12,108.343,95.729,134.528,11.662,0.017397739,,,,
191,30,88.208,74.609,99.579,29.786,0.044435692,,,,
192,11,111.3,79.456,128.539,10.296,0.015359897,,,,
193,10,101.189,91.722,108.264,9.055,0.013508534,,,,
194,11,84.497,58.09,105.758,10.05,0.014992906,,,,
195,24,90.263,75.351,107.615,23.479,0.035026711,,,,
196,27,113.67,71.585,156.193,26.555,0.039615585,,,,
197,13,113.202,84.054,145.046,12.042,0.017964635,,,,
198,8,87.807,74.942,106,7.071,0.01054874,,,,
199,40,96.971,43.812,119.709,40.432,0.06031773,,,,
200,9,113.729,90.977,132.5,8.062,0.012027145,,,,
201,10,74.787,61.626,87.667,9.487,0.014153005,,,,
202,30,107.384,77.298,132.676,29.47,0.043964274,,,,
203,11,74.839,65.12,98.644,10.296,0.015359897,,,,
204,33,83.555,63.917,105.774,32.709,0.048796316,,,,
205,9,81.031,65.178,97.876,8.062,0.012027145,,,,
206,20,67.909,39.142,255,19.322,0.028825168,,,,
207,14,104.068,84.444,121.05,13.342,0.019904016,,,,
208,25,75.375,62.393,84.038,24.383,0.036375327,,,,
209,23,119.902,78.382,148.894,22.44,0.033476698,,,,
210,10,63.651,43.916,87,9.22,0.013754686,,,,
