 ,Area,Mean,Min,Max,Length,Length (mm),,,
38,219,120.631,47.881,156.051,219.161,0.320321372,,Conversion,684.191
28,206,148.064,49.683,185.593,206.027,0.301124978,,,
32,190,125.649,59.667,153.989,189.208,0.276542661,,,
9,185,141.898,78.067,162.889,186.663,0.27282294,,Column1,
21,167,133.919,58.649,174.99,166.477,0.243319482,,,
39,164,149.758,36.352,182.876,163.788,0.239389293,,Mean,0.220218404
24,156,121.368,41.667,165.033,156.076,0.228117587,,Standard Error,0.009588943
7,156,141.385,74.557,162.696,155.158,0.226775856,,Median,0.203668274
25,146,122.51,55.486,154.958,145.269,0.21232229,,Mode,#N/A
23,144,130.932,65.84,158.979,143.299,0.209442977,,Standard Deviation,0.042883058
18,136,105.996,61.853,153.885,135.397,0.197893571,,Sample Variance,0.001838957
31,133,151.726,73.082,186.948,132.724,0.193986767,,Kurtosis,0.227387238
8,132,116.357,42.741,145.533,131.798,0.192633344,,Skewness,1.092538839
6,132,166.839,85.333,195.807,131.686,0.192469647,,Range,0.143923261
4,131,94.004,45,139.355,130.431,0.190635364,,Minimum,0.176398111
1,129,140.663,67.667,164.23,128.43,0.187710742,,Maximum,0.320321372
34,127,141.191,81.105,178.01,126.225,0.184487957,,Sum,4.404368079
16,124,134.268,74.079,157.242,123.25,0.180139756,,Count,20
26,122,133.406,52.667,154.96,121.672,0.177833383,,,0
40,121,140.403,45.333,172.482,120.69,0.176398111,,,
27,120,137.18,41.657,158.081,120.463,0.176066332,,,
33,117,106.896,37.288,147.635,116.403,0.170132317,,,
29,114,149.899,84.51,174.46,113.477,0.165855733,,,
3,113,146.731,54.667,168.199,112.941,0.165072326,,,
14,113,120.807,68.909,148.024,112.312,0.164152992,,,
35,111,121.474,59.333,145.653,111.131,0.162426866,,,
22,111,148.225,70.597,164.782,110.131,0.160965286,,,
2,108,144.17,91.355,172.358,107.378,0.156941556,,,
10,108,135.806,89.504,164.739,107.122,0.156567391,,,
11,106,161.091,98.582,187.69,105.947,0.154850035,,,
37,105,151.701,72.309,192.452,104.826,0.153211603,,,
30,105,109.571,36.514,158.316,104.766,0.153123908,,,
5,105,129.912,33,157.581,104.289,0.152426735,,,
36,104,161.658,77.81,191.562,103.341,0.151041157,,,
17,98,132.181,49.24,153.835,97.803,0.142946926,,,
19,98,133.377,42.333,153.668,97.117,0.141944282,,,
13,93,105.324,63.513,144.521,93.332,0.136412201,,,
12,89,139.715,65.667,156.804,90.106,0.131697143,,,
20,84,132.631,68.863,161.348,83.179,0.121572777,,,
15,78,115.112,39.599,144.359,77.731,0.113610088,,,
