 ,Area,Mean,Min,Max,Length,Length (mm),,,
8,694,133.313,94.623,164.339,694.571,1.033331003,,Conversion,672.167
35,673,129.981,56.527,163.389,672.807,1.000952144,,,
15,666,134.868,44.248,175.195,665.64,0.990289616,,,
2,624,119.574,45.832,155.023,623.841,0.928104176,,Column1,
9,612,125.477,72.544,161.904,611.601,0.909894416,,,
12,610,138.167,54.905,179.613,609.847,0.907284946,,Mean,0.87010661
10,601,116.707,54.756,155.641,601.564,0.894962115,,Standard Error,0.017170044
31,599,133.253,63.529,155.594,599.032,0.891195194,,Median,0.867416133
18,594,121.667,69.212,175.721,593.491,0.882951707,,Mode,#N/A
14,589,151.07,92.567,191.03,588.728,0.87586567,,Standard Deviation,0.076786771
3,578,112.583,65.25,157.984,577.369,0.858966596,,Sample Variance,0.005896208
11,569,136.059,58.707,181.798,569.279,0.846930897,,Kurtosis,-0.297388006
39,558,166.12,77.666,186.229,557.301,0.82911092,,Skewness,0.625108074
6,555,122.578,46.89,163.425,554.659,0.82518035,,Range,0.263224764
38,546,108.349,41.843,140.963,545.703,0.81185628,,Minimum,0.770106238
20,537,118.505,43.404,168.404,537.01,0.798923482,,Maximum,1.033331003
28,532,141.713,75.394,174.348,531.244,0.790345256,,Sum,17.40213221
16,527,126.997,53.062,165.348,526.59,0.783421382,,Count,20
30,520,128.221,85.52,154.365,519.222,0.77245982,,,0
17,518,125.731,43.837,168.402,517.64,0.770106238,,,
40,503,162.657,87.667,194.86,502.273,0.74724436,,,
37,499,128.589,63.74,171.358,498.595,0.741772506,,,
7,494,103.752,55.373,150.806,493.881,0.734759368,,,
26,487,115.134,53,158.339,486.646,0.723995674,,,
32,483,134.308,98.2,160.815,483.295,0.719010305,,,
33,483,128.275,67.667,146.549,482.246,0.717449681,,,
23,468,142.335,59.244,176.996,467.097,0.694912127,,,
29,459,119.596,62.433,167.515,458.849,0.682641367,,,
34,458,123.564,47.333,156.7,457.899,0.681228028,,,
13,453,162.058,70.888,203.72,452.313,0.672917593,,,
4,450,113.142,58.354,135.542,449.333,0.668484171,,,
36,427,129.073,74.489,150.175,426.347,0.634287313,,,
24,419,151.839,79.76,188.405,418.729,0.62295382,,,
27,405,108.088,44.828,142.649,405.513,0.603292039,,,
19,394,152.683,84.621,185.808,393.565,0.585516695,,,
5,393,116.171,53.298,143.49,393.081,0.584796635,,,
22,389,139.928,74.093,184.433,388.851,0.578503556,,,
1,374,136.106,88.691,160.256,373.851,0.556187674,,,
21,334,144.644,84.822,173.512,333.539,0.496214482,,,
25,325,119.144,62.369,165.555,324.926,0.483400703,,,
