 ,Area,Mean,Min,Max,Length,Length (mm),,,
21,690,143.021,53.54,182.073,689.57,0.998914994,,Conversion,690.319
13,639,140.592,82.492,192.712,638.742,0.925285267,,,
4,611,131.211,63.54,159.906,610.267,0.884036221,,,
34,582,156.236,61.165,208.024,581.251,0.84200348,,,
22,567,127.925,40.034,181.576,566.108,0.820067244,,Column1,
25,556,114.734,43.97,169.364,555.265,0.804360013,,,
40,551,167.681,79.903,213.433,550.129,0.796919975,,Mean,0.784379323
14,550,153.256,61.648,207.055,549.175,0.795538005,,Standard Error,0.018004556
29,542,135.138,53.099,175.136,541.222,0.784017244,,Median,0.777759268
38,541,146.171,82.562,210.602,540.517,0.782995977,,Mode,#N/A
26,534,144.651,83.055,181.303,533.287,0.772522558,,Standard Deviation,0.08051882
24,522,132.171,84.661,156.508,521.67,0.755694107,,Sample Variance,0.00648328
12,516,165.677,107.5,197.713,515.994,0.747471821,,Kurtosis,1.446333977
3,507,118.371,67.962,169.938,506.872,0.73425764,,Skewness,1.186986608
32,503,125.17,37.026,187.775,502.417,0.727804102,,Range,0.311083716
36,502,142.584,68.006,198.525,501.117,0.725920915,,Minimum,0.687831278
19,493,121.372,56.742,180.712,492.474,0.713400616,,Maximum,0.998914994
1,483,123.374,57.096,193.396,482.344,0.698726241,,Sum,15.68758646
23,475,133.886,88.475,174.576,476.195,0.689818765,,Count,20
2,475,133.616,64.624,188.529,474.823,0.687831278,,,0
11,467,162.216,63.223,215.959,466.355,0.675564485,,,
31,464,151.978,77.072,193.985,463.401,0.671285304,,,
39,462,128.028,52.855,187.668,462.053,0.669332584,,,
5,461,129.546,48.299,185.648,460.422,0.666969908,,,
18,455,146.459,60,187.753,454.405,0.658253648,,,
35,453,148.418,65.415,198.63,452.731,0.655828682,,,
9,451,140.926,51.779,176.004,451.617,0.654214935,,,
16,451,134.894,60.549,198.615,450.267,0.652259318,,,
37,448,132.161,35.693,201.804,448.018,0.649001404,,,
33,441,123.635,38.098,190.779,440.739,0.638457003,,,
20,440,136.29,67.361,184.201,439.595,0.636799798,,,
30,423,136.181,54.054,178.559,422.895,0.612608084,,,
28,421,125.209,73.333,170.019,420.408,0.609005402,,,
27,413,149.934,61.704,187.374,412.685,0.59781782,,,
6,380,125.998,43.686,200.896,379.673,0.549996451,,,
15,379,155.383,60.79,199.079,378.607,0.548452237,,,
17,365,163.732,106.698,201.922,364.144,0.527501054,,,
8,346,154.983,96.256,180.909,345.086,0.499893527,,,
7,313,112.532,44.105,181.152,312.604,0.452839919,,,
10,308,122.042,30.198,167.379,309.241,0.447968258,,,
