 ,Area,Mean,Min,Max,Length,Length (mm),,,
9,229,189.921,118.342,212.988,228.395,0.340631823,,Conversion,670.504
20,215,186.886,155.667,196.264,214.438,0.319816138,,,
1,205,194.953,176.928,205.37,204.732,0.30534046,,,
10,182,196.947,180.755,213.769,181.962,0.271380931,,Column1,
23,175,181.118,113.91,195.329,174.7,0.260550273,,,
19,152,191.291,162.198,209.55,151.656,0.226182096,,Mean,0.21679289
38,151,175.818,117.508,188.975,150.841,0.224966592,,Standard Error,0.011915604
8,135,161.905,105.333,176.642,134.766,0.20099209,,Median,0.188804243
11,131,178.488,149.703,193.4,130.442,0.194543209,,Mode,#N/A
12,127,193.47,140.31,224.887,127.02,0.189439586,,Standard Deviation,0.0532882
24,127,165.932,138.874,188.871,126.168,0.1881689,,Sample Variance,0.002839632
27,124,199.26,167.394,218.419,123.548,0.184261391,,Kurtosis,0.426231431
30,124,171.558,130,187.774,123.037,0.183499278,,Skewness,1.307605779
22,123,177.716,113.104,192.181,122.66,0.182937015,,Range,0.170813299
36,121,150.142,116.202,172.422,121.014,0.180482145,,Minimum,0.169818525
2,121,190.488,132.59,202.603,120.608,0.17987663,,Maximum,0.340631823
34,121,150.423,118,172.92,120.017,0.178995204,,Sum,4.335857802
15,120,204.89,134.908,221.251,119.386,0.17805412,,Count,20
17,118,180.14,140.907,208.172,117.956,0.175921396,,,0
13,114,174.916,137.125,190.105,113.864,0.169818525,,,
39,111,160.346,106,180.301,110.277,0.164468817,,,
25,107,160.994,108.723,189.164,106.438,0.158743274,,,
16,104,187.021,151.781,204.747,103.082,0.153738084,,,
5,102,186.128,129.333,216.938,101.831,0.151872323,,,
14,100,166.588,123.518,187.258,99.247,0.148018505,,,
32,95,173.475,138.702,197.093,94.262,0.1405838,,,
29,95,196.705,149.667,213.533,94.069,0.140295956,,,
35,90,186.481,143.078,205.009,89.939,0.134136411,,,
37,90,191.669,143.558,211.256,89.811,0.13394551,,,
18,87,150.558,91.416,175.036,86.243,0.128624139,,,
33,86,160.009,120.896,185.772,85.703,0.127818775,,,
31,86,182.277,139.012,202.312,85.51,0.127530932,,,
28,84,189.66,141.404,208.086,83.241,0.12414691,,,
40,79,174.043,117.333,195.856,78.816,0.117547397,,,
6,78,180.201,140.733,191.344,77.698,0.115879995,,,
21,75,174.386,133.271,204.424,74.967,0.111806939,,,
26,75,182.306,131.333,203.058,74.479,0.111079129,,,
3,74,171.936,146.254,184.502,73.786,0.110045578,,,
4,71,182.793,136.849,198.928,70.52,0.105174615,,,
7,63,178.561,123.966,206.023,62.968,0.093911446,,,
