 ,Area,Mean,Min,Max,Length,Length (mm),,,
39,1055,190.153,57.387,226.887,1054.207,1.561771952,,Conversion,675.007
3,990,142.221,66.728,186.286,989.478,1.465878132,,,
10,856,152.255,62.347,190.764,856,1.268134997,,,
40,791,179.657,50.895,212.718,791.091,1.171974513,,,
25,752,141.413,43.373,183.318,751.633,1.113518823,,Column1,
16,750,118.401,61.409,157.301,749.415,1.110232931,,,
21,748,137.765,81.457,169.633,747.372,1.107206296,,Mean,1.076530095
29,739,162.36,43.283,187.292,738.139,1.093527919,,Standard Error,0.039818446
33,722,139.082,63.107,204.261,721.782,1.069295578,,Median,1.028390076
35,705,155.564,59.362,197.176,704.536,1.043746213,,Mode,#N/A
15,684,128.566,77.426,171.388,683.805,1.013033939,,Standard Deviation,0.178073503
13,667,154.02,79.654,178.794,666.788,0.98782383,,Sample Variance,0.031710172
32,666,162.03,85.872,203.603,665.847,0.98642977,,Kurtosis,2.437500165
37,652,166.262,62.07,224.617,651.103,0.964587034,,Skewness,1.638820128
11,642,147.781,90.326,170.339,641.361,0.950154591,,Range,0.652476197
22,642,153.569,55.559,193.522,641.163,0.949861261,,Minimum,0.909295755
12,623,129.894,69.52,166.009,623.216,0.923273388,,Maximum,1.561771952
17,622,154.065,63.958,183.13,621.952,0.921400815,,Sum,21.5306019
34,621,152.509,72.903,193.735,620.638,0.919454169,,Count,20
23,614,138.79,54.746,183.144,613.781,0.909295755,,,0
18,613,122.56,58.812,166.37,612.729,0.907737253,,,
28,612,142.436,78.379,175.811,611.558,0.906002456,,,
36,612,143.102,67.052,178.199,611.397,0.90576394,,,
38,610,161.691,64.333,201.304,610.142,0.9039047,,,
27,607,172.597,66.244,201.307,606.394,0.898352165,,,
24,605,141.029,74.512,173.43,604.413,0.895417381,,,
31,588,135.332,54.683,187.509,587.113,0.869788017,,,
5,584,127.656,59.152,157.486,583.678,0.864699181,,,
9,579,143.787,60.278,171.924,578.295,0.856724449,,,
26,579,171.057,53.529,204.633,578.248,0.85665482,,,
14,573,154.341,69.508,179.5,572.826,0.848622311,,,
30,552,187.914,95.073,212.184,551.842,0.817535226,,,
6,547,151.287,57.244,193.248,546.464,0.809567901,,,
19,528,153.66,64.983,175.326,527.437,0.781380045,,,
20,527,168.028,78.496,197.381,526.885,0.780562276,,,
4,502,128.898,79.988,156.388,501.735,0.743303403,,,
1,482,143.142,95.617,180.267,481.142,0.712795571,,,
2,456,121.281,65.737,147.477,455.049,0.674139676,,,
7,450,145.588,87.159,177.219,450.016,0.666683457,,,
8,439,139.702,82.127,162.635,438.989,0.65034733,,,
