 ,Area,Mean,Min,Max,Length,Length (mm),,,,
1,158,117.344,57.558,140.885,158.516,0.235799883,,,,
2,296,142.188,88.967,164,295.143,0.439038867,,Picture,No Tubes,Tubes
3,63,94.052,51.412,127.102,62.838,0.093474432,,A,37,43
4,57,95.101,73.914,109.45,56.328,0.083790506,,B,,
5,118,114.657,62.407,150.912,117.976,0.175494758,,C,,
6,59,110.851,73.19,145.669,58.466,0.08697088,,D,,
7,52,122.77,89.728,153.406,51.451,0.076535743,,Total,37,158
8,54,131.678,104.867,148.305,53.855,0.080111804,,,,
9,161,125.137,87.097,152.652,160.957,0.239430984,,Length Conversion,672.248,
10,14,94.423,64.421,129.683,13.153,0.019565696,,,,
11,117,118.849,62.514,162.628,116.853,0.173824243,,Mean Length,0.202248536,
12,64,144.214,69.335,164.775,63.363,0.094255394,,Median Length,0.158019064,
13,45,100.87,72.166,123.431,44.778,0.066609347,,Standard Deviation,0.158362632,
14,76,138.322,89.673,255,75.273,0.11197207,,,,
15,107,115.979,84.557,145.24,106.228,0.158019064,,,,
16,112,139.201,97.018,160.19,111.719,0.166187181,,,,
17,107,137.157,83.751,165.877,107.132,0.159363806,,,,
18,130,124.229,65.383,155.94,129.662,0.192878224,,,,
19,70,83.321,66.064,108.707,69.554,0.103464793,,,,
20,95,132.396,73.798,161.208,95.132,0.141513251,,,,
21,316,136.854,84.462,164.473,315.334,0.469073913,,,,
22,114,147.946,69.498,255,113.56,0.168925754,,,,
23,195,139.252,65.218,255,194.617,0.289501791,,,,
24,84,120.173,74.78,149.936,83.426,0.124100035,,,,
25,403,133.087,75.181,255,402.221,0.598322345,,,,
26,155,162.606,85.554,255,154.113,0.229250217,,,,
27,274,143.167,88.287,185.598,273.917,0.40746421,,,,
28,93,128.336,68.529,147.404,92.303,0.137304983,,,,
29,13,79.466,51.847,107.746,12.042,0.017913032,,,,
30,318,141.988,87.682,255,317.452,0.472224536,,,,
31,112,137.012,110.997,161.148,111.675,0.166121729,,,,
32,49,101.479,87.621,132.782,48.686,0.072422677,,,,
33,131,118.675,82.228,153.809,130.997,0.194864098,,,,
34,10,81.839,60.455,102.81,9.849,0.014650843,,,,
35,12,91.983,69.15,118.314,11.662,0.017347765,,,,
36,69,101.563,39.131,133.201,68.178,0.101417929,,,,
37,292,149.998,71,255,293.077,0.435965596,,,,
38,67,101.202,67.799,154.451,66.402,0.098776047,,,,
39,129,100.824,78.125,129.582,128.383,0.190975652,,,,
40,103,97.189,53.667,116.078,103.13,0.153410646,,,,
41,443,141.827,100.547,156.922,443.004,0.658988945,,,,
42,94,133.235,53.2,167.22,93.298,0.138785091,,,,
43,70,125.53,56.629,151.435,69.806,0.103839654,,,,
44,160,115.821,68.385,150.14,160.276,0.238417965,,,,
45,154,138.026,100.923,179.533,154.184,0.229355833,,,,
46,69,114.324,77.281,137.326,68.566,0.101995097,,,,
47,106,113.766,49.128,150.511,105.356,0.156721924,,,,
48,141,122.079,74.657,161.44,140.613,0.209168343,,,,
49,77,89.806,45.911,118.889,76.454,0.113728862,,,,
50,85,130.073,89.557,255,84.186,0.12523057,,,,
51,325,133.135,70.966,255,324.696,0.483000321,,,,
52,281,135.646,65.853,255,281.027,0.418040664,,,,
53,482,135.774,52.969,255,481.294,0.715947091,,,,
54,71,77.149,52.531,99,71.82,0.106835573,,,,
55,245,114.782,48.028,152.663,245.898,0.365784651,,,,
56,16,89.057,63.447,116.279,15.652,0.023283074,,,,
57,25,76.206,51.351,104.063,24.492,0.036432983,,,,
58,219,137.17,81.595,188.811,218.868,0.325576275,,,,
59,136,112.919,60.358,140.496,135.323,0.201299223,,,,
60,131,109.102,51.929,255,131.157,0.195102105,,,,
61,87,117.297,50.752,148.517,86.94,0.129327272,,,,
62,179,121.143,69.992,148.107,178.926,0.266160703,,,,
63,63,113.9,65.585,142.364,62.482,0.092944866,,,,
64,165,125.353,63.766,160.69,165.047,0.245515048,,,,
65,112,124.147,77.774,167.972,111.732,0.166206519,,,,
66,72,122.878,40.847,255,71.821,0.10683706,,,,
67,95,125.073,68.631,255,94.927,0.141208304,,,,
68,385,136.209,92.619,255,384.406,0.571821709,,,,
69,343,143.976,49.855,255,343.148,0.510448525,,,,
70,11,84.413,71.243,97.667,10.44,0.015529983,,,,
71,142,133.151,92.333,157.943,141.724,0.210821007,,,,
72,167,116.434,46.047,171.984,167.186,0.248696909,,,,
73,80,120.92,72.589,151.496,80.583,0.11987094,,,,
74,80,112.331,85.398,128.061,79.359,0.118050184,,,,
75,285,152.962,76.172,255,284.476,0.423171211,,,,
76,168,130.497,79.226,156.076,167.314,0.248887315,,,,
77,336,127.502,70.544,152.588,335.534,0.499122348,,,,
78,69,135.465,63.221,167.91,69.009,0.10265408,,,,
79,33,126.976,95.617,144.942,32.086,0.047729409,,,,
80,118,116.006,70.258,138.023,117.623,0.174969654,,,,
81,70,137.29,76,255,69.748,0.103753377,,,,
82,186,127.872,84.959,158.695,185.512,0.275957682,,,,
83,12,114.352,89.015,139.667,11.662,0.017347765,,,,
84,12,78.877,41.413,112.318,11.402,0.016961002,,,,
85,55,90.959,69.195,118.497,54.505,0.081078709,,,,
86,481,122.156,60.377,255,480.407,0.714627637,,,,
87,116,154.334,70.552,255,116.007,0.172565779,,,,
88,274,128.969,55.887,226.903,273.497,0.40683944,,,,
89,304,141.151,69.529,255,303.564,0.451565494,,,,
90,131,114.71,55.979,148.763,131.039,0.194926575,,,,
91,96,122.474,59.903,175.04,95.676,0.142322476,,,,
92,43,100.114,52.253,123.102,42.909,0.063829123,,,,
93,156,132.485,67.631,255,155.994,0.232048292,,,,
94,52,112.778,66.667,142.135,51.463,0.076553593,,,,
95,49,100.37,50.09,134.679,48.658,0.072381026,,,,
96,60,109.524,74.636,129.911,59.775,0.088918078,,,,
97,207,126.564,86.331,159.597,206.887,0.307753984,,,,
98,101,117.998,69.619,255,101.029,0.150285311,,,,
99,206,134.038,68.271,162.7,205.85,0.306211398,,,,
100,125,109.548,58.956,141.107,124.191,0.184739858,,,,
101,78,105.694,38.759,126.851,77.514,0.115305661,,,,
102,145,128.674,78.25,156.988,145.399,0.216287739,,,,
103,24,73.553,40.834,101.644,23.409,0.03482197,,,,
104,163,138.744,83.667,158.015,162.294,0.241419833,,,,
105,274,117.231,70.08,161.328,273.621,0.407023896,,,,
106,221,128.691,65.906,186.229,220.185,0.327535374,,,,
107,87,121.213,80.984,144.649,86.414,0.128544823,,,,
108,85,118.563,87.925,255,84.854,0.126224251,,,,
109,12,89.25,67.325,114.667,11.705,0.017411729,,,,
110,89,125.085,60.767,190.757,89.429,0.133029775,,,,
111,16,78.735,62.194,98.867,15.764,0.023449679,,,,
112,142,134.957,61.323,255,141.56,0.210577049,,,,
113,10,66.733,35,96,9,0.013387916,,,,
114,83,113.264,45.333,143.24,82.861,0.123259571,,,,
115,292,161.886,100.488,192.228,291.617,0.433793778,,,,
