 ,Area,Mean,Min,Max,Length,Length (mm),,,
22,47,96.23,37.187,146.956,46.846,0.069886337,,Conversion,670.317
34,40,113.092,78.001,136.076,39.79,0.059359974,,,
6,34,88.125,59.437,154.805,35.339,0.052719833,,,
17,34,97.904,50.26,122.358,33.482,0.049949502,,,
28,32,98.357,92.293,106.49,31.261,0.046636144,,Column1,
21,31,92.396,71.998,114.313,31.244,0.046610783,,,
31,30,95.22,74.173,111.517,29.602,0.044161195,,Mean,0.040539924
18,28,88.143,61.711,120.646,27.857,0.041557949,,Standard Error,0.002461059
19,26,77.17,46.298,115,25.112,0.037462872,,Median,0.036982502
7,25,91.677,65,111.379,24.882,0.037119751,,Mode,#N/A
37,25,111.018,84.476,133.942,24.698,0.036845254,,Standard Deviation,0.01100619
4,25,75.863,47.935,96.915,24.34,0.036311178,,Sample Variance,0.000121136
8,25,87.745,46.139,112.346,24.166,0.036051599,,Kurtosis,1.291211723
27,23,71.111,43,94,22.53,0.033610963,,Skewness,1.205588472
10,23,75.284,40.492,116,22.397,0.03341255,,Range,0.041541539
12,23,86.314,58.184,119.369,22.128,0.033011247,,Minimum,0.028344798
36,21,80.073,58.7,96.667,20.296,0.030278212,,Maximum,0.069886337
39,20,65.095,29.927,111.333,19.313,0.028811741,,Sum,0.810798473
13,20,90.617,52.661,116.931,19.209,0.028656591,,Count,20
33,20,103.1,61,160.667,19,0.028344798,,,0
2,19,67.823,49.904,107.667,18.874,0.028156827,,,
11,19,96.259,39.887,126.062,18.833,0.028095662,,,
25,19,78.77,57.508,113.667,18.439,0.027507881,,,
16,19,75.154,42.743,128.93,18.385,0.027427322,,,
9,19,95.969,65.333,133.667,18.162,0.027094643,,,
1,19,98.107,78.341,110.204,18.028,0.026894738,,,
24,19,94.167,71.919,140.943,18.028,0.026894738,,,
32,18,76.978,38.128,109.667,17.466,0.026056329,,,
14,18,71.92,56.872,94.667,17.282,0.025781832,,,
3,18,97.849,69.083,123.667,17.205,0.025666961,,,
5,18,71.744,41.815,118.555,17.117,0.025535679,,,
23,18,86.803,33.562,112.816,17.088,0.025492416,,,
30,17,85.457,58.735,137,16.155,0.024100538,,,
38,17,83.287,46.946,112.281,16.125,0.024055783,,,
26,16,96.754,61.85,135.677,15.652,0.023350146,,,
29,16,105.971,74.062,129.333,15.62,0.023302408,,,
15,16,90.147,52.901,123.08,15.133,0.022575886,,,
40,16,119.163,74.486,147.307,15.133,0.022575886,,,
35,15,80.652,56.441,105.333,14.318,0.021360043,,,
20,12,82.236,36.577,125.333,11.18,0.016678676,,,
