 ,Area,Mean,Min,Max,Length,Length (mm),,,
13,973,150.095,50.204,186.1,972.126,1.423690836,,Conversion,682.821
20,959,141.429,87.333,185.85,958.938,1.404376843,,,
27,838,156.264,75.732,181.376,837.309,1.226249632,,,
32,833,175.496,109.741,193.201,832.544,1.219271229,,,
12,820,149.099,42.755,184.425,819.336,1.199927946,,Column1,
5,771,141.662,94.667,164.979,770.617,1.128578354,,,
22,756,133.08,76.78,173.771,755.461,1.1063822,,Mean,1.029761094
25,738,165.696,123.157,186.157,737.581,1.080196713,,Standard Error,0.040877997
21,678,155.762,95.434,186.211,678.108,0.993097752,,Median,0.93979242
17,657,169.453,79.532,201.479,656.254,0.961092292,,Mode,#N/A
19,627,149.034,63.653,182.882,627.166,0.918492548,,Standard Deviation,0.182811958
34,618,135.256,93.721,166.274,617.078,0.903718544,,Sample Variance,0.033420212
2,612,169.313,92.531,212.204,611.109,0.894976868,,Kurtosis,-0.158150815
18,607,136.696,67.293,182.784,606.423,0.888114162,,Skewness,0.983655031
40,605,156.305,76.439,195.668,604.704,0.885596664,,Range,0.570585849
7,602,163.736,76.107,197.668,601.369,0.880712515,,Minimum,0.853104987
31,600,158.905,99.243,189.207,599.279,0.877651683,,Maximum,1.423690836
29,599,129.58,74.918,170.39,598.183,0.876046577,,Sum,20.59522188
16,597,147.194,23.789,177.917,596.747,0.873943537,,Count,20
33,583,116.625,55.729,172.186,582.518,0.853104987,,,0
8,581,136.764,54.209,174.082,580.291,0.849843517,,,
26,577,163.652,80.202,180.217,576.731,0.844629852,,,
1,571,123.629,69.888,157.996,570.755,0.835877924,,,
38,569,161.911,79.044,188.534,568.895,0.833153931,,,
3,562,151.586,83.194,176.384,561.701,0.822618226,,,
11,558,157.893,51.976,192.844,557.668,0.816711847,,,
9,556,152.994,49,170.475,555.412,0.813407906,,,
35,551,127.08,63.09,165.78,552.333,0.808898672,,,
24,543,150.253,47.139,170.43,542.711,0.794807131,,,
15,541,157.798,90.799,190.321,540.605,0.791722867,,,
6,540,183.543,108.023,206.307,539.277,0.789777995,,,
14,535,147.539,98.241,187.218,534.14,0.782254793,,,
28,534,134.075,44.345,179.673,533.12,0.78076099,,,
10,527,166.886,103.539,209.954,526.512,0.77108349,,,
39,520,143.245,57.281,180.607,519.326,0.760559502,,,
37,515,146.889,37.991,169.436,514.13,0.752949895,,,
30,482,136.109,70.369,190.642,481.198,0.704720564,,,
23,476,121.273,71.355,170.199,475.669,0.696623273,,,
36,475,124.944,75.333,156.724,474.9,0.695497063,,,
4,457,140.968,42.581,170.86,456.496,0.668544172,,,
