 ,Area,Mean,Min,Max,Length,,,
1,163,169.041,144.237,200.969,162.728,,,
2,141,154.119,68.196,180.498,140.757,,Pollen Grains,454
3,269,164.04,78.656,199.813,268.267,,px/mm,651.007
4,244,170.033,109.959,212.291,243.177,,,
5,247,169.686,88.372,206.362,246.8,,,
6,143,171.976,105.525,221.429,142.536,,,
7,321,165.082,86.461,198.001,321.046,,,
8,200,170.247,52.137,199.181,199.265,,,
9,309,156.32,113.651,180.909,308.711,,,
10,307,141.589,73.692,182.877,308.164,,,
11,284,158.526,134,209.654,284.462,,,
12,157,135.987,73,188.492,156.467,,,
13,114,153.287,129.153,175.619,116.197,,,
14,118,147.867,58.444,197.839,117.788,,,
15,209,166.32,123.323,184.262,208.483,,,
16,355,163.723,84.467,213.004,354.392,,,
17,152,172.159,54.378,231.212,152.127,,,
18,96,150.154,80.048,180.106,95.816,,,
19,266,161.361,103.474,213.875,266.267,,,
20,287,151.707,91.333,205.415,286.599,,,
21,121,169.122,116.333,192.997,120.744,,,
22,98,159.113,118.446,198.71,97.565,,,
23,79,142.342,81.378,187.353,79.008,,,
24,114,141.054,87.606,177.944,113.302,,,
25,113,166.957,99.333,206.533,113.485,,,
26,122,173.611,155.667,199.411,121.607,,,
27,43,161.426,126.333,181.581,42.816,,,
28,101,151.256,125.727,187.601,100.449,,,
29,100,143.702,81.957,185.51,99.29,,,
30,123,153.889,118.333,195.049,122.493,,,
31,50,124.16,90.805,150.123,49.962,,,
32,214,154.656,83.215,211.36,215.374,,,
33,165,140.373,75.991,208.463,165.507,,,
34,128,138.532,59.331,183.628,127.663,,,
35,103,192.351,156.333,219.43,102.087,,,
36,89,161.631,82.653,194.758,88.336,,,
37,336,156.121,103.106,204.614,336.282,,,
38,122,142.772,113.755,178.53,121.642,,,
39,252,165.652,123.376,187.822,252.128,,,
40,311,170.626,65.113,199.774,310.666,,,
41,124,153.189,40.565,183.05,124.045,,,
42,142,151.786,74.337,185.992,143.023,,,
43,191,157.407,119,178.977,190.694,,,
44,278,154.356,123.483,201.409,277.524,,,
45,185,170.701,94.667,202.493,185.093,,,
46,126,156.498,123.12,178.861,126.297,,,
47,95,168.504,101.895,196.041,94.782,,,
48,142,159.002,82,225.699,141.518,,,
49,282,141.139,92.627,190.667,285.184,,,
50,224,149.899,53.176,194.484,224.54,,,
51,70,105.928,46.621,156.916,70.928,,,
52,78,101.991,44.022,180.064,77.961,,,
53,56,150.268,82.779,176.252,55.678,,,
54,140,162.905,119.092,210.842,139.137,,,
55,117,134.021,64.4,216.622,117.558,,,
56,99,171.041,114,191.33,98.256,,,
57,332,188.623,69.512,235.975,331.579,,,
58,150,176.318,92,206.584,149.854,,,
59,287,170.327,95.102,219.044,286.316,,,
60,287,198.225,160.396,236.6,286.717,,,
61,172,193.17,158.788,217.204,172.404,,,
62,205,171.101,107.009,211.65,204.779,,,
63,106,184.224,148.899,223.745,105.738,,,
64,77,170.927,86.636,197.63,77.016,,,
65,118,168.727,83.683,209.625,118.134,,,
66,362,187.989,75.209,216.25,362.484,,,
67,166,153.779,107.886,190.494,165.565,,,
68,445,182.907,125.925,218.841,444.838,,,
69,351,183.165,98.414,214.583,350.871,,,
70,311,174.164,105.982,207.112,311.005,,,
71,161,171.793,126.862,197.724,160.31,,,
72,45,123.716,89.545,151.466,44.418,,,
73,86,157.778,54.591,224.155,86.343,,,
74,118,169.9,113.941,222.954,118.296,,,
75,151,171.235,112.1,200.607,151.919,,,
76,79,159.252,77.367,188.141,78.379,,,
77,193,174.407,100.027,204.404,193.435,,,
78,117,181.335,144.298,208.117,116.069,,,
79,93,171.548,125,190.798,92.819,,,
80,132,131.626,79.917,185.667,132.301,,,
