 ,Area,Mean,Min,Max,Length,,,
1,50,130.029,112.384,151.283,49.569,,,
2,15,89.965,72.333,110.261,15.213,,Pollen Grains,363
3,14,111.115,98,130.004,13.892,,px/mm,618.007
4,23,117.607,93.195,134.796,22.361,,,
5,31,113.718,81.672,132.306,30.017,,,
6,23,91.96,73.227,100.322,22.472,,,
7,19,104.804,88.967,117.619,18.439,,,
8,14,96.735,82.543,118.764,13.892,,,
9,21,95.982,82,108.461,20.809,,,
10,18,90.517,53,123.316,17.464,,,
11,15,84.86,66,121.224,14.422,,,
12,20,106.144,84.709,127.031,19.105,,,
13,38,116.555,93.333,132.88,37.944,,,
14,31,118.6,96.667,128.127,31.48,,,
15,20,104.369,83.733,125.653,19.416,,,
16,16,84.646,65.667,110.667,15,,,
17,21,99.361,76.818,115.361,20.809,,,
18,15,84.925,63.261,111.772,14.213,,,
19,17,90.728,73.272,102.244,17.492,,,
20,58,125.671,84.158,149.215,57.559,,,
21,15,81.29,66.366,96.284,14.142,,,
22,54,123.19,75.95,144.652,53.269,,,
23,17,90.245,69.601,122.501,16.125,,,
24,18,86.233,66.3,131.868,17.088,,,
25,17,99.635,88,111.454,16.401,,,
26,15,100.246,78.074,118.667,14.422,,,
27,34,117.281,78.558,136.177,33.838,,,
28,85,143.627,113.254,160.267,84.409,,,
29,26,115.865,74.332,142.503,25.08,,,
30,14,90.782,77.605,111.667,13.416,,,
31,15,111.618,93.267,130.484,14.318,,,
32,14,103.393,77.448,131.072,13.454,,,
33,21,116.007,95.198,136.139,20.591,,,
34,17,101.416,78.991,120.368,16.553,,,
35,47,149.105,114.421,171.944,46.977,,,
36,78,150.694,128.882,174.239,77.717,,,
