 ,Area,Mean,Min,Max,Length,Length (mm),,,,
5,14,78.684,37.053,118.261,13.928,0.020507867,,,,
1,14,106.517,99.509,114.245,13.601,0.020026386,,,,
2,10,83.822,72.807,107,9.487,0.013968849,,,,
3,19,67.194,49.817,112,18.028,0.02654479,,,,
4,14,102.525,95.469,118.667,13.892,0.02045486,,,,
5,17,90.893,73.724,127.333,16.155,0.023786947,,,,
6,24,96.001,66.238,120.568,24.018,0.035364586,,,,
7,10,81.605,71.893,87.202,9.899,0.014575487,,,,
8,12,103.761,83.229,133.164,11.045,0.01626288,,,,
9,24,94.77,65.118,121,23.782,0.035017095,,,,
10,17,82.034,59.88,119.918,16.553,0.02437297,,,,
11,8,80.61,34.987,112.088,7.81,0.011499601,,,,
12,22,76.572,32.421,126.333,21.401,0.031511263,,,,
13,22,82.2,51.507,101.667,21.932,0.032293118,,,,
14,15,75.671,31.097,106,14.036,0.020666889,,,,
15,24,76.673,48.444,131.667,23.857,0.035127526,,,,
16,14,75.691,54.147,109,13.153,0.019366742,,,,
17,12,85.7,78.68,105.667,11.402,0.016788534,,,,
18,31,94.199,75.154,109.184,30.433,0.044810161,,,,
19,18,83.586,55.262,110.668,17,0.025031142,,,,
20,17,107.844,64,145.842,16.325,0.024037258,,,,
21,9,69.227,43.947,106.571,8.062,0.011870651,,,,
22,11,73.278,30.418,115.919,10.296,0.015160037,,,,
23,12,95.983,47.614,127,11.662,0.017171363,,,,
24,9,92.282,67.406,118.667,8.246,0.012141576,,,,
25,8,76.337,46.005,102.618,7.28,0.010719218,,,,
26,13,67.943,32,95.693,12.083,0.017791252,,,,
27,16,83.749,35.973,131.552,15.811,0.023280434,,,,
28,17,82.927,35.037,115.301,16.125,0.023742774,,,,
29,17,95.092,43.037,176.801,16.553,0.02437297,,,,
1,14,96.685,73.211,117.33,13.153,0.019366742,,,,
2,11,70.859,36.333,106.395,10.05,0.014797822,,,,
3,25,85.091,47.72,113.56,24.413,0.035946192,,,,
1,10,77.072,37.186,116,9.849,0.014501866,,,,
2,11,73.927,29.398,115.459,10.44,0.015372066,,,,
3,17,98.931,67.602,126.667,16.553,0.02437297,,,,
4,12,83.679,44.53,130.609,11.314,0.016658961,,,,
5,14,83.196,54.01,125.667,13.454,0.01980994,,,,
1,13,95.913,51.054,123.333,12.649,0.018624642,,,,
2,18,77.345,58.824,99.23,17.029,0.025073842,,,,
3,16,87.815,45.333,106.147,15,0.022086301,,,,
4,21,96.795,47.713,128.38,20.224,0.029778224,,,,
5,14,55.63,38.7,96.667,14.043,0.020677195,,,,
6,24,95.681,46.999,136.752,24.045,0.035404341,,,,
7,13,74.365,58.222,104.452,12.369,0.018212364,,,,
8,11,67.296,38.837,99.455,10.05,0.014797822,,,,
9,13,84.4,55.06,106.312,12.806,0.018855812,,,,
10,20,92.862,63.105,118.012,19.313,0.028436849,,,,
11,13,76.829,43.677,101.379,12.369,0.018212364,,,,
12,15,60.57,28.513,115,14.213,0.020927507,,,,
13,21,115.224,98.08,142.068,20.869,0.030727935,,,,
14,13,93.492,52.076,127.571,12.806,0.018855812,,,,
15,11,85.649,44.803,122.333,10.817,0.015927168,,,,
16,10,97.233,62,136.667,9,0.013251781,,,,
