 ,Area,Mean,Min,Max,Length,Length (mm),,,,
45,25,118.101,85.391,137.159,24.839,0.035974776,,,,
46,18,106.731,78.538,127.76,17.029,0.024663411,,,,
47,32,108.719,58.874,133.607,31.544,0.04568575,,,,
48,12,88.871,45.132,125.363,11.18,0.016192198,,,,
49,34,122.651,72.635,255,33.142,0.048000162,,,,
50,12,81.643,45.522,114.576,11.314,0.016386272,,,,
51,10,96.708,73.563,136.919,9.849,0.014264486,,,,
52,12,118.939,76.986,167.667,11.662,0.016890287,,,,
1,12,114.671,65.866,152.331,11.18,0.016192198,,,,
2,19,73.865,49.159,91.129,18.601,0.026940167,,,,
3,17,86.558,46.697,124.166,16.155,0.023397581,,,,
4,33,101.005,84.402,118.333,32.377,0.046892199,,,,
5,13,100.213,89.505,110.667,12.207,0.01767962,,,,
6,16,112.624,81,146.819,15.556,0.022530038,,,,
7,9,81.82,44.806,116.987,8.485,0.01228898,,,,
8,26,102.083,61.244,151.62,25.079,0.036322372,,,,
9,15,96.672,55.002,135.157,14.56,0.021087513,,,,
10,12,104.612,98.202,113.501,11.18,0.016192198,,,,
11,14,85.911,64.292,103.731,13.959,0.020217074,,,,
12,13,98.528,54.204,132.643,12.369,0.017914248,,,,
13,56,76.122,36.589,109.308,55.563,0.080472905,,,,
14,27,105.603,80.513,125.71,26.515,0.038402157,,,,
15,26,59.652,35.682,95.333,25.318,0.036668521,,,,
16,19,99.745,66.157,130.011,18.028,0.026110281,,,,
17,27,90.695,63.667,102.624,26.594,0.038516575,,,,
18,14,92.971,65.782,123,13.038,0.018883173,,,,
19,17,79.119,37.076,117,16.125,0.023354131,,,,
20,15,78.372,41.634,114.065,14.866,0.021530699,,,,
21,9,112.296,103.333,122,8,0.011586546,,,,
22,12,88.467,39.018,122,11.045,0.015996675,,,,
23,13,86.838,42.909,124.667,12.369,0.017914248,,,,
24,14,95.329,62.825,114.963,13.038,0.018883173,,,,
25,11,76.978,48.747,104.667,10.77,0.015598387,,,,
26,15,70.059,23.125,105.333,14.142,0.020482116,,,,
27,14,79.044,34.953,112,13.416,0.019430637,,,,
28,15,60.267,35.831,110.667,14.765,0.021384418,,,,
29,26,89.974,52.523,121.358,25.267,0.036594656,,,,
30,10,60.292,36.563,99.333,9.434,0.013663434,,,,
31,33,88.272,39.624,115.333,32.385,0.046903785,,,,
32,38,83.506,39.579,109.265,37.858,0.054830431,,,,
33,30,83.966,56.514,126,29.12,0.042175026,,,,
34,25,93.484,50.846,114.958,24.979,0.036177541,,,,
35,24,99.421,74.577,117.333,23.77,0.034426524,,,,
36,27,89.974,61.5,108.419,26.213,0.037964765,,,,
37,26,94.923,57.098,122.831,25.863,0.037457854,,,,
38,16,103.489,91.704,112.576,15.62,0.02262273,,,,
39,26,98.197,54.333,120.667,25.402,0.036790179,,,,
40,26,107.469,57.184,125.48,25.962,0.037601237,,,,
41,12,86.814,30.39,129.01,11.18,0.016192198,,,,
42,13,99.374,83.568,118.17,12.53,0.018147427,,,,
43,19,77.365,42.963,118.285,18.439,0.02670554,,,,
44,30,94.836,78.665,118.495,29.428,0.042621108,,,,
45,24,102.092,52.463,123.172,23.994,0.034750947,,,,
46,36,103.954,63.837,125.521,35.238,0.051035837,,,,
47,22,92.505,58.419,126.406,21.024,0.030449442,,,,
48,43,85.035,50.661,97.307,42.579,0.061667941,,,,
49,15,85.041,54.708,124.667,14.765,0.021384418,,,,
50,29,83.664,56.368,113.181,28.166,0.040793331,,,,
51,40,104.08,78.354,122.584,42.452,0.061484005,,,,
52,22,93.113,81.088,112.333,21.471,0.03109684,,,,
53,22,67.035,36.733,113.667,21.792,0.03156175,,,,
54,30,66.717,35.667,108.34,29.929,0.043346716,,,,
55,19,85.064,55.327,113.223,18.974,0.02748039,,,,
56,21,74.428,59.834,104.333,20.606,0.029844045,,,,
57,20,94.603,67.66,137,19.849,0.028747668,,,,
58,28,84.716,46.819,99.6,27.812,0.040280626,,,,
59,11,77.642,52.071,102.667,10.296,0.014911884,,,,
60,10,74.465,35.427,105.716,9.22,0.013353494,,,,
61,13,67.319,47.872,107.333,12.649,0.018319777,,,,
62,9,64.227,46.236,95,8.246,0.011942832,,,,
63,12,93.288,59.667,120.796,11.18,0.016192198,,,,
64,9,64.897,41.556,105,8.544,0.012374431,,,,
65,11,74.75,35.289,116.691,10.05,0.014555598,,,,
66,10,64.907,29.025,121.333,9.22,0.013353494,,,,
67,12,85.072,47.264,112.667,11.18,0.016192198,,,,
68,18,90.1,45.384,112.259,17.029,0.024663411,,,,
69,26,97.3,69.89,114.354,25.306,0.036651141,,,,
70,11,77.15,40.491,110,10.44,0.015120442,,,,
71,18,84.567,62.433,116,17.205,0.024918315,,,,
72,24,95.744,58.301,118.667,23.112,0.033473531,,,,
73,17,84.245,59.692,96.333,16.031,0.023217989,,,,
74,14,87.205,73.067,101.333,13,0.018828137,,,,
75,15,91.288,56.758,107.034,14.036,0.020328594,,,,
76,10,77.252,49.206,105.667,9.22,0.013353494,,,,
77,18,83.673,56.138,108.19,17.72,0.025664199,,,,
78,21,80.563,44.087,110.502,21.096,0.030553721,,,,
79,55,109.401,56.299,255,54.514,0.078953619,,,,
80,19,88.522,58.756,106,18.602,0.026941615,,,,
81,12,85.875,37.3,122.667,11.045,0.015996675,,,,
82,11,86.848,73.333,102.333,10,0.014483182,,,,
83,27,70.178,44.37,112.45,26.766,0.038765685,,,,
84,14,99.894,73.216,119.667,13.038,0.018883173,,,,
85,25,80.489,46.76,124.333,24.848,0.035987811,,,,
