 ,Area,Mean,Min,Max,Length,Length (mm),,,,
59,283,133.387,74,255,282.525,0.425747856,,,,
60,508,132.12,82.983,161.932,507.839,0.765282242,,,,
61,299,136.063,88.117,255,298.305,0.449527349,,,,
62,274,136.675,77.998,255,273.148,0.411617292,,,,
63,283,130.722,81.58,149.658,282.487,0.425690592,,,,
64,54,95.412,52.153,140.984,53.232,0.080217361,,,,
65,174,105.295,62.667,146.482,173.853,0.261985814,,,,
66,79,81.059,32.735,255,78.534,0.118345924,,,,
67,121,118.527,79.333,137.526,120.551,0.181662967,,,,
68,42,75.156,59.14,103.333,41.674,0.062800163,,,,
69,257,134.406,51.57,255,256.847,0.387052684,,,,
70,92,105.123,45.574,132.667,91.285,0.137560899,,,,
71,44,129.873,48.648,255,43.746,0.06592254,,,,
72,31,100.934,50.667,125.03,30.867,0.046514677,,,,
73,74,114.286,70.935,149.196,74.581,0.112388995,,,,
74,509,118.633,63.279,255,508.988,0.767013715,,,,
75,31,144.255,95.494,255,30.271,0.045616541,,,,
76,52,111.121,62.634,134.677,51.37,0.077411441,,,,
77,213,145.113,88.385,255,212.227,0.319813079,,,,
78,338,160.904,94.177,255,337.139,0.508047806,,,,
79,287,160.142,91.972,255,286.289,0.431419973,,,,
80,61,100.103,76.635,122.21,60.507,0.09118034,,,,
81,180,119.635,52.573,201.16,179.785,0.270924974,,,,
82,351,163.989,94.298,179.269,350.121,0.527610884,,,,
83,17,133.658,100,177.454,16.031,0.024157734,,,,
84,128,135.727,102.923,150.577,128.037,0.19294391,,,,
85,108,121.337,81.578,157.488,108.033,0.162799108,,,,
86,308,153.304,80.605,173.672,307.843,0.46390053,,,,
87,292,145.03,83.209,155.489,291.633,0.439473054,,,,
88,498,159.534,112.461,255,497.648,0.74992503,,,,
89,467,156.88,114.724,176.796,466.702,0.703291305,,,,
90,303,148.858,72.897,179.91,302.816,0.456325149,,,,
91,127,154.027,96.234,255,126.173,0.190134976,,,,
92,152,148.074,73.248,255,151.49,0.228286144,,,,
93,609,164.719,49.259,255,608.927,0.917615661,,,,
94,53,159.642,96.219,255,53.111,0.080035021,,,,
95,406,163.636,59.613,255,406.078,0.611934653,,,,
96,167,154.361,59.478,178.667,166.239,0.250511982,,,,
97,173,160.451,93.319,255,172.488,0.259928842,,,,
98,530,132.488,31.576,255,529.542,0.797987333,,,,
99,161,135.875,42.211,171.107,160.657,0.242100251,,,,
100,482,154.558,63,255,481.217,0.72516452,,,,
101,464,161.955,92.48,255,463.226,0.698053186,,,,
102,599,146.912,60.168,255,600.418,0.90479312,,,,
103,244,178.688,97.803,255,243.554,0.367020948,,,,
104,564,149.291,107.117,167.626,563.168,0.848659653,,,,
105,281,154.334,85.978,178.251,280.708,0.423009748,,,,
106,199,132.438,76.659,255,198.178,0.298642098,,,,
107,510,159.341,86.629,255,509.154,0.767263866,,,,
108,455,169.048,66.823,189.251,454.233,0.684501286,,,,
109,302,167.121,82.975,188.925,301.517,0.454367636,,,,
110,592,169.003,85.733,255,592.064,0.892204154,,,,
111,132,150.064,79.059,255,131.282,0.197833926,,,,
112,97,166.022,80.046,255,96.071,0.144773108,,,,
113,83,141.399,88.757,152.503,82.317,0.124046673,,,,
114,66,136.157,50.418,255,65.759,0.099094782,,,,
115,36,80.607,53.217,100.923,36.05,0.05432514,,,,
116,36,102.44,73,125.333,36,0.054249793,,,,
117,84,102.358,39.432,150.15,83.323,0.125562653,,,,
118,64,126.383,44.705,166.789,63.947,0.096364209,,,,
119,67,135.875,85,255,66.595,0.100354583,,,,
120,100,122.665,35.317,255,99.699,0.150240281,,,,
121,63,124.132,33.212,255,62.329,0.093925982,,,,
122,54,130.895,69.547,165.826,53.878,0.081190843,,,,
123,101,139.654,103.85,255,100.412,0.151314729,,,,
124,47,137.262,61.28,255,46.571,0.070179642,,,,
125,62,121.553,60,158.542,61.362,0.092468772,,,,
126,63,145.467,83.25,255,62.721,0.094516702,,,,
127,60,85.576,48.052,255,59.135,0.08911282,,,,
128,43,125.233,93.639,160.821,42.481,0.064016263,,,,
129,67,163.011,115.465,255,66.303,0.099914557,,,,
130,102,176.089,90.141,255,101.639,0.153163742,,,,
131,118,144.424,75.623,255,117.994,0.177809725,,,,
132,141,149.108,99.697,172.333,140.264,0.21136925,,,,
133,51,116.891,86.259,159.058,50.677,0.076367132,,,,
134,42,146.101,74.28,175.344,41.737,0.0628951,,,,
135,13,100.619,73.432,149.556,12.369,0.018639325,,,,
