 ,Area,Mean,Min,Max,Length,Length (mm),,,
16,898,163.662,116,174.743,897.79,1.318135503,,Conversion,681.106
39,896,160.81,79.526,187.89,895.52,1.314802689,,,
36,856,167.85,119.104,186.69,856.035,1.256830802,,,
9,843,161.084,96.372,181.828,842.377,1.236778123,,,
1,788,175.553,113.666,196.228,787.933,1.156843428,,Column1,
18,762,161.917,111.952,182.002,762.071,1.118872833,,,
37,695,164.56,117.1,190.408,694.608,1.01982364,,Mean,1.023738082
25,689,162.534,107.947,178.063,689.179,1.011852781,,Standard Error,0.035359272
2,682,167.117,125.692,197.598,681.482,1.000552043,,Median,0.983097345
4,670,149.495,114.694,174.328,670.125,0.983877693,,Mode,#N/A
15,669,155.279,118.023,172.363,669.062,0.982316996,,Standard Deviation,0.158131471
6,658,157.285,108.99,180.253,658.082,0.966196157,,Sample Variance,0.025005562
40,654,170.911,124.411,187.303,653.582,0.959589256,,Kurtosis,-0.619078705
20,651,163.554,111.355,180.333,651.112,0.955962802,,Skewness,0.686131217
17,649,155.502,100.783,173.996,648.258,0.951772558,,Range,0.494792294
11,594,163.418,126.646,187.497,594.068,0.872210787,,Minimum,0.823343209
19,586,159.117,115.08,175.545,586.041,0.860425543,,Maximum,1.318135503
21,584,175.889,119.307,192.045,583.266,0.856351287,,Sum,20.47476164
13,565,170.822,120.275,184.21,564.108,0.828223507,,Count,20
7,561,159.302,114,175.201,560.784,0.823343209,,,0
32,560,145.808,51.234,169.477,559.17,0.820973534,,,
12,553,176.215,140.373,191.002,552.739,0.811531538,,,
31,549,145.885,84.586,168.513,549.078,0.806156457,,,
38,538,173.211,112.643,189.636,537.887,0.789725828,,,
33,522,169.795,109.333,177.714,521.954,0.766332994,,,
8,521,157.489,88.714,171.348,520.708,0.764503616,,,
34,519,149.823,110.763,163.282,519.002,0.761998867,,,
28,509,193.057,151.368,212.423,508.97,0.747269882,,,
5,504,163.178,123.913,177.968,503.213,0.738817453,,,
14,493,159.162,123.333,181.292,492.049,0.722426465,,,
30,487,188.261,145.733,202.026,486.539,0.714336682,,,
24,473,166.198,106.904,186.195,472.486,0.693704064,,,
29,471,173.74,124.333,183.681,470.423,0.690675167,,,
23,469,167.211,133.413,185.039,468.896,0.688433225,,,
35,468,155.275,110.049,168.027,468.053,0.687195532,,,
10,464,159.921,119.719,181.217,463.391,0.680350782,,,
3,436,145.596,78.939,160.766,435.858,0.639926825,,,
26,433,170.859,120.303,182.602,432.207,0.634566426,,,
27,408,162.073,123.825,176.538,407.119,0.597732218,,,
22,398,190.299,119.345,208.819,398.2,0.58463734,,,
