 ,Area,Mean,Min,Max,Length,Length (mm),,,
31,969,184.122,130.669,197.038,968.55,1.437632104,,Conversion,673.712
33,917,184.924,134.168,200.134,916.644,1.360587313,,,
28,856,156.39,112.584,169.761,856.158,1.27080711,,,
40,838,182.175,130.698,208.259,837.462,1.24305638,,,
39,837,160.033,98.868,181.153,836.731,1.241971347,,Column1,
30,825,159.875,95.595,195.997,824.698,1.224110599,,,
4,825,172.444,93.125,195.339,824.191,1.223358052,,Mean,1.127933895
18,812,164.201,79.305,186.138,811.749,1.20489022,,Standard Error,0.032705988
37,781,167.718,127.843,197.288,781.056,1.159332178,,Median,1.114603866
32,769,161.47,122.283,176.513,768.436,1.140600138,,Mode,#N/A
36,734,166.899,130.543,184.846,733.408,1.088607595,,Standard Deviation,0.146265623
38,730,173.473,100.964,191.24,729.385,1.082636201,,Sample Variance,0.021393633
24,708,161.179,114.46,180.866,707.098,1.0495553,,Kurtosis,-0.604311626
29,705,156.851,110.338,173.744,704.553,1.045777721,,Skewness,0.365682215
22,692,165.904,117.175,184.272,691.733,1.026748818,,Range,0.524569846
35,660,174.541,106.026,194.584,659.525,0.978942041,,Minimum,0.913062258
5,652,178.742,126.178,191.498,651.449,0.966954722,,Maximum,1.437632104
34,643,161.692,130.318,176.398,642.533,0.953720581,,Sum,22.55867789
27,638,170.782,130.629,192.848,637.552,0.946327214,,Count,20
3,615,154.686,107.706,177.497,615.141,0.913062258,,,0
26,601,179.797,121.021,194.572,601.049,0.892145308,,,
6,599,178.58,122.146,196.719,598.491,0.888348434,,,
1,596,166.692,127.356,183.387,596.426,0.885283326,,,
23,583,160.924,67.579,184.847,582.631,0.864807217,,,
17,575,177.356,115.363,193.476,574.9,0.853331988,,,
7,571,190.042,111.273,207.361,570.877,0.847360593,,,
9,571,166.047,126.489,189.307,570.344,0.846569454,,,
19,562,165.146,94.341,195.276,561.459,0.833381326,,,
2,552,163.579,116.012,180.373,552.107,0.819500024,,,
11,550,180.668,121.816,199.758,550.216,0.816693186,,,
10,545,193.313,106.358,217.045,544.178,0.8077309,,,
13,541,179.748,129.37,194.328,540.476,0.80223597,,,
12,535,178.565,121.664,199.732,534.332,0.793116346,,,
8,516,151.606,95.667,177.564,515.472,0.765122189,,,
16,511,167.51,103.222,179.887,510.303,0.757449771,,,
15,495,174.35,136,195.597,494.132,0.733446933,,,
14,467,162.655,107.667,177.257,466.324,0.692171135,,,
21,465,180.139,117.027,203.612,464.179,0.688987282,,,
20,455,172.592,117.272,187.164,454.269,0.674277733,,,
25,455,177.408,141.755,192.483,454.257,0.674259921,,,
