 ,Area,Mean,Min,Max,Length,Length (mm),,,
39,201,186.289,92.846,196.667,200.679,0.297446318,,Conversion,674.673
17,174,180.937,85.468,203.956,173.682,0.257431378,,,
30,156,166.717,56.856,205.695,155.58,0.230600602,,,
34,155,160.042,68.785,178.553,154.96,0.229681638,,,
2,151,173.186,103.625,191.812,150.015,0.222352162,,Column1,
27,147,174.992,96.061,195.982,146.358,0.216931758,,,
36,147,153.163,126.728,176.142,146.088,0.216531564,,Mean,0.202974404
6,139,147.678,52.634,181.865,138.882,0.205850834,,Standard Error,0.007355321
12,138,147.004,80.197,183.942,137.543,0.203866169,,Median,0.189828999
29,130,177.041,90.266,202.948,129.263,0.191593557,,Mode,#N/A
16,127,157.816,81.696,174.278,126.882,0.18806444,,Standard Deviation,0.032893994
3,126,165.64,69.387,190.45,125.689,0.186296176,,Sample Variance,0.001082015
1,125,171.036,65.667,191.392,124.224,0.184124754,,Kurtosis,2.306371815
33,125,161.525,50.712,178.217,124.196,0.184083252,,Skewness,1.450421344
8,122,146.821,59.946,169.387,121.351,0.179866395,,Range,0.127400978
14,120,126.004,71.525,175.753,119.611,0.177287367,,Minimum,0.17004534
31,119,144.742,77.961,185.374,118.672,0.175895582,,Maximum,0.297446318
38,116,137.647,83.458,166.473,115.442,0.171108078,,Sum,4.059488078
23,115,142.101,51.408,169.255,114.985,0.170430712,,Count,20
28,115,156.59,64.934,192.456,114.725,0.17004534,,,0
21,115,180.118,125.182,196.328,114.629,0.169903049,,,
24,114,155.042,96,177.652,113.831,0.168720254,,,
18,112,155.663,92.841,180.76,111.77,0.165665441,,,
5,111,151.424,70.907,169.887,110.984,0.164500432,,,
9,111,166.997,96.492,196.116,110.213,0.163357656,,,
10,110,156.422,66,191.821,109.1,0.161707968,,,
4,109,156.881,84.611,182.728,108.984,0.161536033,,,
7,109,133.732,70.667,181.667,108.34,0.160581497,,,
22,108,115.45,60.859,155.965,107.754,0.159712928,,,
32,108,140.744,109.915,183.873,107.566,0.159434274,,,
15,107,147.715,75.483,172.341,106.164,0.15735623,,,
25,106,130.671,67.008,155.453,105.78,0.156787066,,,
13,106,164.768,84.041,204.534,105.521,0.156403176,,,
37,105,151.847,85.874,170.805,104.452,0.154818705,,,
26,104,169.111,71.093,182.621,103.186,0.15294224,,,
35,102,146.995,79.484,182.234,101.675,0.150702637,,,
19,94,173.454,84.803,199.108,93.566,0.138683481,,,
40,93,155.383,100.69,182.545,92.788,0.13753033,,,
20,93,154.012,92.73,196.709,92.48,0.137073812,,,
11,89,135.562,83.416,155.549,88.095,0.130574367,,,
