 ,Area,Mean,Min,Max,Length,Length (mm),,,
36,50,126.735,92,155.656,50.995,0.077086218,,Conversion,661.532
16,37,106.842,78.188,129.927,36.863,0.055723684,,,
18,28,118.1,89.474,139.198,28.016,0.042350181,,,
17,28,117.132,93.472,135.333,27.934,0.042226226,,,
20,27,129.094,96.284,146.667,26,0.039302709,,Column1,
23,26,109.086,87.59,143.333,25.08,0.037911998,,,
39,25,127.054,114.879,142.3,24.448,0.03695664,,Mean,0.03464496
28,24,153.006,113.108,205.647,23.375,0.035334647,,Standard Error,0.002898695
1,23,125.352,103.238,154.933,22.324,0.033745911,,Median,0.029783896
4,20,106.134,77.962,126.137,19.99,0.030217737,,Mode,#N/A
38,20,139.969,126.019,167.804,19.416,0.029350054,,Standard Deviation,0.012963359
33,20,99.881,83.039,110.875,19.235,0.029076447,,Sample Variance,0.000168049
22,19,105.545,80.176,124.667,18.984,0.028697024,,Kurtosis,5.48500958
13,19,119.838,99.44,129.242,18.682,0.028240508,,Skewness,2.126431418
8,18,129.945,113.213,159.92,17.205,0.026007812,,Range,0.055442518
7,18,123.788,109.55,135.667,17.117,0.025874788,,Minimum,0.0216437
19,17,112.626,96.201,160.333,16.279,0.024608031,,Maximum,0.077086218
32,17,121.016,100.373,139.587,16.083,0.024311749,,Sum,0.69289921
35,17,103.419,50.946,145.886,16.031,0.024233144,,Count,20
37,15,129.577,104.762,153,14.318,0.0216437,,,0
34,15,112.456,99.121,123.068,14.213,0.021484977,,,
11,15,107.665,78.345,135.333,14.036,0.021217417,,,
6,14,118.179,88.672,131.585,13.928,0.021054159,,,
21,14,127.252,103.235,137.333,13.892,0.02099974,,,
12,14,110.56,86.92,124.369,13.416,0.020280198,,,
5,14,125.747,105.004,138.482,13.153,0.019882636,,,
29,14,135.464,116.82,152.084,13.153,0.019882636,,,
15,14,109.904,82.815,138.409,13.038,0.019708797,,,
26,14,120.916,96.466,146.247,13.038,0.019708797,,,
3,14,100.163,70.888,132,13,0.019651355,,,
25,13,125.637,86.22,146.741,12.728,0.019240188,,,
2,13,105.939,85.843,125.517,12.649,0.019120768,,,
27,13,131.001,125.526,137.77,12.207,0.018452622,,,
14,13,111.525,100.925,134.333,12.042,0.018203201,,,
31,13,105.348,65.9,130.288,12.042,0.018203201,,,
10,12,111.311,100.312,125,11.705,0.017693777,,,
24,12,116.764,87.313,153.534,11.402,0.01723575,,,
9,12,106.043,93.523,116.805,11.045,0.016696093,,,
30,12,130.778,117.333,148,11,0.016628069,,,
